0-6140 press up
780 steer 1374
800 steer 3336
810 steer -864
820 steer 5309
830 steer 6105
840 steer 6381
850 steer 6974
860 steer 7502
870 steer 7009
880 steer 11538
890 steer 8892
900 steer 7014
910 steer 8196
930 steer 10078
940 steer 10656
960 steer 11716
970 steer 13332
980 steer 17459
990 steer 29030
1000 steer 31459
1010 steer 37364
1020 steer 38790
1030 steer 40753
1050 steer 47083
1060 steer 51038
1070 steer 51367
1080 steer 58124
1090 steer 54938
1100 steer 57357
1110 steer 53535
1120 steer 54278
1130 steer 60411
1140 steer 55634
1150 steer 62293
1160 steer 60593
1170 steer 60095
1190 steer 61093
1230 steer 61311
1310 steer 57994
1370 steer 62539
1600 steer 61687
1650 steer 63620
2410 steer 65536
2440 steer 65501
2490 steer 65531
2520 steer 65532
2550 steer 65510
2600 steer 65517
2680 steer 56753
3040 steer 43084
3050 steer 23661
3060 steer 58813
3070 steer 21379
3080 steer 18925
3090 steer 8223
3100 steer -8749
3400 steer 0
3780 steer -16785
3790 steer -19570
3800 steer -40784
3810 steer -41606
3820 steer -39892
3830 steer 0
4090 steer 3122
4100 steer 21241
4110 steer 22501
4120 steer 24481
4130 steer 25312
4140 steer 0
4550-6930 press down
5000 steer 13406
5790 steer 44451
5800 steer 15302
5810 steer 40377
5830 steer 60721
5890 steer 11518
5910 steer -22310
5930 steer 44649
5940 steer -18298
5950 steer 22972
5960 steer 17009
5970 steer -14872
5980 steer 19641
5990 steer 19004
6000 steer 52976
6010 steer -55697
6030 steer 37946
6040 steer 35983
6050 steer 29798
6060 steer 65107
6070 steer 58837
6080 steer 10676
6100 steer 10426
6110 steer -56527
6120 steer 58913
6130 steer 27453
6150 steer 64054
6160 steer 31886
6180 steer -56981
6220 steer 16573
6240-6930 press up
6500 steer 36024
6520 steer -16459
6530 steer 50929
6540 steer 42294
6560 steer 22505
6570 steer 15291
6590 steer -12213
6600 steer 63854
6610 steer 63532
6620 steer 24554
6640 steer -62307
6650 steer -59332
6660 steer 13014
6670 steer -22151
6680 steer 4957
6700 steer -34528
6710 steer 58928
6760 steer -32699
