0-10190 press up
5100-5260 press down
7810 steer -1534
7820 steer -9783
7830 steer -14903
7840 steer -19525
7850 steer -26068
7860 steer -26423
7870 steer -21467
7880 steer 1182
7890 steer 2036
7900 steer -2671
7910 steer 0
8160 steer -2102
8180 steer -8076
8190 steer -10920
8200 steer -10352
8210 steer -5231
8220 steer -2031
8230 steer -5567
8310 steer -2065
8320 steer 0
8370 steer -1094
8380 steer 0
8590 steer 3600
8600 steer 10854
8610 steer 14054
8620 steer 17183
8630 steer 18819
8650 steer 14910
8660 steer 11565
8670 steer 3458
8680 steer 0
9270-9360 press down
10550-14910 press up
10610-10980 press down
11220 steer 1040
11230 steer 9289
11240 steer 17467
11250 steer 33681
11260 steer 48828
11270 steer 51159
11280 steer 62695
11290 steer 63335
11300 steer 63478
11330 steer 63407
11380 steer 61486
11390 steer 59282
11400 steer 41361
11410 steer 31961
11420 steer 8578
11430 steer 5663
11440 steer 10996
11450 steer 20667
11460 steer 31761
11470 steer 27848
11480 steer 44562
11490 steer 49895
11500 steer 49539
11510 steer 40935
11520 steer 25574
11530 steer 19956
11540 steer 5663
11550 steer 0
11590 steer -3311
11600 steer -6369
11610 steer -11347
11620 steer -14618
11630 steer -17605
11640 steer -19881
11650 steer -17057
11660 steer -15401
11670 steer -12912
11680 steer -2814
11690 steer -9245
11760 steer -1747
11770 steer -7578
11780 steer -7393
11790 steer -18032
11800 steer -24076
11810 steer -33108
11820 steer -39295
11830 steer -45908
11840 steer -55366
11850 steer -61055
11860 steer -59993
11870 steer -65536
12010 steer -65180
12020 steer -62051
12030 steer -46038
12040 steer -30761
12050 steer -11134
12060 steer -1391
12070 steer 0
12200 steer 1111
12210 steer 7654
12220 steer 21521
12230 steer 32899
12240 steer 48828
12250 steer 56580
12260 steer 53430
12270 steer 64331
12320 steer 62909
12330 steer 61700
12340 steer 52882
12350 steer 35175
12360 steer 20525
12370 steer 0
12390 steer -11276
12400 steer -26281
12410 steer -32468
12420 steer -48313
12430 steer -63118
12440 steer -55626
12790 steer -63047
12800 steer -47473
12810 steer -35807
12820 steer -11632
12830 steer -1391
12840 steer 0
