0-6070 press up
280 steer -65536
300 steer -61819
310 steer -65536
390 steer 13126
400 steer -65536
570 steer 0
710 steer 1079
720 steer 0
980 steer 65536
1160 steer 61982
1170 steer 65536
1250 steer 64997
1260 steer 65536
1430 steer 19788
1440 steer 65536
1470 steer 56128
1480 steer 65536
1490 steer 38192
1500 steer 65536
1530 steer 42857
1540 steer 65536
1550 steer 0
1570 steer -21735
1580 steer 0
1650 steer 29818
1660 steer 0
1730 steer -65536
1740 steer -7365
1750 steer -65536
1760 steer -48366
1770 steer -44556
1780 steer -65536
1800 steer 0
1830 steer 65536
2000 steer 31038
2010 steer 65536
2070 steer 43784
2080 steer 65536
2110 steer 65084
2120 steer 65536
2160 steer 13339
2170 steer 65536
2190 steer 48902
2200 steer 65536
2250 steer 38595
2260 steer 48278
2270 steer 65536
2290 steer 62356
2300 steer 65536
2330 steer 62564
2340 steer 65536
2380 steer 2945
2390 steer 65536
2410 steer -6927
2420 steer 65536
2430 steer 30233
2440 steer 65536
2580 steer 63838
2590 steer 65536
2600 steer 51663
2610 steer 65536
2640 steer 60082
2650 steer 65536
2700-2710 press down
2710 steer 34588
2720 steer 65536
2730 steer 20150
2740 steer 65536
3030 steer 24495
3040 steer 65536
3100 steer 0
3360 steer 65536
3530 steer 64569
3540 steer 65536
3800 steer -65536
3900 steer -58210
3910 steer -65536
3940 steer -47862
3950 steer -65536
3980 steer -44577
3990 steer -65536
4010 steer -24098
4020 steer 9201
4030 steer -65536
4050 steer 38745
4060 steer -65536
4190 steer -8095
4200 steer -65536
4350 steer 65536
4430 steer 39371
4440 steer 65536
4680 steer 36707
4690 steer 65536
4960 steer 61794
4970 steer 65536
5220 steer 46875
5230 steer 65536
5250 steer -65536
5500 steer 0
5590 steer -31755
5600 steer 0
5620 steer 5814
5630 steer 11996
5640 steer 20143
5650 steer 29237
5660 steer 45022
5670 steer 54553
5680 steer 65536
5790 steer 56806
5800 steer 48224
5810 steer -38103
5820 steer 15487
5830 steer 4285
5840 steer 0
5860 steer -42371
5870 steer 0
5900 steer -2040
5910 steer -13572
5920 steer -28381
5930 steer -65536
