0-10410 press up
500 steer -65536
560 steer 0
570 steer -48561
580 steer 0
710 steer -65536
780 steer 0
890 steer -65536
960 steer -58948
970 steer -65536
980 steer 0
1070 steer -54895
1080 steer -65536
1180 steer 0
1240 steer -21006
1250 steer 0
1260 steer -65536
1400 steer 0
1470 steer -65536
1500 steer -44080
1510 steer -65536
1620 steer 0
1720 steer -65536
1860 steer 0
1930 steer -65536
2040 steer -1473
2050 steer -65536
2070 steer 0
2100 steer 44642
2110 steer 0
2370 steer -51783
2380 steer 0
2660 steer -12752
2670 steer -26639
2680 steer -48213
2690 steer -65536
2790 steer -56530
2800 steer -65536
3020 steer -20819
3030 steer -65536
3090 steer -31763
3100 steer -65536
3110 steer -63791
3120 steer -27254
3130 steer -6807
3140 steer 13961
3150 steer -5777
3160 steer 53824
3170 steer 65536
3390 steer 63135
3400 steer 43204
3410 steer 21163
3420 steer 0
3440 steer -11418
3450 steer -22796
3460 steer -34121
3470 steer -44882
3480 steer -51697
3490 steer -51955
3500 steer -52108
3520 steer -52671
3530 steer -52877
3570 steer -52980
3590 steer -43190
3600 steer -29303
3610 steer -12854
3620 steer 0
3690 steer 47568
3700 steer 65536
3890 steer 64955
3900 steer 40804
3910 steer 0
3920 steer -23821
3930 steer -50673
3940 steer -60204
3950 steer -62100
3960 steer -63024
3970 steer -63535
3980 steer -63844
3990 steer -64304
4010 steer -64458
4020 steer -64560
4030 steer -64662
4040 steer -64767
4050 steer -64920
4090 steer -64715
4100 steer -51748
4110 steer -34275
4120 steer -15058
4130 steer 0
4140 steer 13669
4150 steer 28001
4160 steer 54624
4170 steer 59209
4180 steer 59426
4190 steer 57462
4200 steer 47859
4210 steer 32801
4220 steer 9740
4230 steer 0
4240 steer -8856
4250 steer -64376
4260 steer -60255
4270 steer -62204
4280 steer -62613
4290 steer -62920
4300 steer -63331
4310 steer -63740
4320 steer -64355
4330 steer -64560
4340 steer -64715
4350 steer -64869
4360 steer -65482
4460 steer -62049
4470 steer -16338
4480 steer 0
4490 steer 20072
4500 steer 50697
4510 steer 65536
4750 steer 24320
4760 steer 65536
4790 steer 35057
4800 steer 4723
4810 steer 0
4820 steer -11316
4830 steer -27152
4840 steer -37861
4850 steer -41141
4910 steer -31671
4920 steer 3122
4930 steer 10832
4940 steer 29892
4950 steer 40657
4960 steer 65519
4970 steer 65536
5040 steer 53465
5050 steer 65536
5160 steer 50398
5170 steer 65536
5180 steer 30521
5190 steer 22690
5200 steer 0
5240 steer -3271
5250 steer -11316
5260 steer -35557
5270 steer -53031
5280 steer -60358
5350 steer -3094
5360 steer -60358
5520 steer -37260
5530 steer -60358
5650 steer -60255
5670 steer -60602
5680 steer -38579
5690 steer -31406
5700 steer -24896
5710 steer -19312
5720 steer -14083
5730 steer -4809
5740 steer -658
5750 steer 0
6170 steer 6249
6180 steer 12943
6190 steer 19561
6200 steer 26981
6210 steer 41239
6220 steer 47786
6230 steer 55644
6240 steer 64444
6250 steer 65536
6280 steer 26428
6290 steer 65536
6360 steer 25014
6370 steer 65536
6400 steer 54262
6410 steer 43204
6420 steer 33092
6430 steer 24728
6440 steer 17598
6450 steer 10905
6460 steer 1667
6470 steer 2394
6480 steer 3194
6490 steer 3776
6500 steer 4431
6510 steer 4649
6520 steer 4794
6530 steer 5231
6540 steer 6031
6550 steer 7267
6560 steer 8214
6570 steer 8940
6580 steer 9814
6590 steer 10249
6600 steer 10469
6610 steer 10614
6620 steer 10905
6630 steer 11196
6640 steer 11561
6650 steer 11778
6660 steer 11996
6670 steer 12214
6680 steer 12505
6690 steer 12723
6700 steer 12943
6710 steer 13525
6720 steer 13669
6730 steer 13814
6740 steer 13961
6750 steer 14252
6760 steer 14834
6770 steer 16725
6780 steer 17670
6790 steer 18178
6800 steer 18470
6810 steer 18543
6850 steer 18470
6870 steer 18399
7000 steer 18470
7020 steer 18616
7030 steer 18690
7040 steer 19272
7050 steer 20072
7060 steer 20943
7070 steer 21743
7080 steer 22616
7090 steer 22834
7100 steer 22763
7120 steer 22834
7130 steer 22763
7140 steer 22690
7190 steer 22616
7200 steer 22690
7210 steer 22616
7250 steer 22690
7280 steer 22616
7630 steer 22545
7660 steer 22616
7690 steer 22545
7700 steer 22616
7710 steer 22545
7720 steer 22616
7740 steer 22545
7750 steer 22616
7780 steer -56759
7790 steer 0
7870 steer 2540
7880 steer 30766
7890 steer 47715
7900 steer 64444
7910 steer 65536
8020 steer 15578
8030 steer 65536
8130 steer 50887
8140 steer 65536
8260 steer 54553
8270 steer 27490
8280 steer 0
8290 steer -16441
8300 steer 4646
8310 steer -57951
8320 steer -59333
8330 steer -60922
8340 steer -62613
8350 steer -62767
8370 steer -62869
8380 steer -62973
8390 steer -63127
8400 steer -62650
8410 steer -64049
8420 steer -64509
8430 steer -64869
8440 steer -65227
8450 steer -44958
8460 steer -65227
8470 steer -65329
8540 steer -7401
8550 steer -65329
8570 steer -59381
8580 steer -65329
8630 steer -65227
8640 steer -55593
8650 steer -31354
8660 steer 0
8670 steer 65536
8740 steer 20711
8750 steer 65536
8810 steer 62913
8820 steer 65536
8830 steer 61769
8840 steer 65416
8850 steer 39421
8860 steer 21163
8870 steer 2685
8880 steer 0
8960 steer -47516
8970 steer 0
9140 steer -58866
9150 steer 0
9500 steer 16672
9510 steer 0
9560 steer -13363
9570 steer 0
9620 steer -46178
9630 steer 0
9650 steer 44096
9660 steer 0
9680 steer 13600
9690 steer 0
9900 steer -37825
9910 steer 0
10000 steer 14884
10010 steer 0
10150 steer -27198
10160 steer 0
10250 steer 62072
10260 steer 0
10380 steer -59144
10390 steer 0
