# Time: 11970, iterations: 58961
0-12050 press up
140 steer 1336
160 steer 2000
170 steer 2322
180 steer 2878
200 steer 3329
220 steer 3689
240 steer 3907
260 steer 4151
480 steer 4358
1030 steer 3963
1050 steer 2060
1060 steer 0
1380 steer 19665
1390 steer 41401
1400 steer 42070
1420 steer 40295
1430 steer 2685
1440 steer 1349
1460 steer 0
1790 steer -18363
1800 steer -22296
1820 steer -26281
1830 steer -24563
1840 steer 3620
1850 steer 911
1860 steer 0
1980 steer -23916
1990 steer -25717
2000 steer -27988
2010 steer 0
2210 steer -9105
2220 steer -11012
2230 steer -15723
2240 steer 0
2420 steer -20214
2440 steer -57651
2450 steer -65536
2470 steer -61833
2490 steer 10134
2500 steer 0
2820 steer 15345
2840 steer 17565
2850 steer 58473
2860 steer 65536
2870 steer 63204
2880 steer -9174
2900 steer 0
3700 steer -19323
3710 steer -43064
3730 steer -740
3740 steer 0
4100 steer 962
4120 steer 27412
4130 steer 48955
4140 steer 0
5350-5650 press down
7460 steer 2855
7470 steer -12173
7480 steer -7923
7490 steer 10692
7500 steer 18204
7510 steer 10797
7520 steer -4554
7530 steer 23421
7550 steer -7558
7560 steer 11590
7580 steer 7896
7610 steer 2311
7630 steer -18470
7650 steer 1408
7670 steer -21017
7770 steer 32991
7850 steer 1036
7860 steer 2222
8080 steer 3967
8310 steer 856
8320 steer 7640
8330 steer 11970
8340 steer 11291
8350 steer 19826
8360 steer -2476
8370 steer -11632
8380 steer -13164
8390 steer 10964
8400 steer 18010
8420 steer 1953
8440 steer 23867
8470 steer 32689
8480 steer 19075
8510 steer 16604
8540 steer 27581
8590 steer 11436
8600 steer 31464
8610 steer 24943
8620 steer 12929
8640 steer 9281
8650 steer 19446
8660 steer 19034
8670 steer 27153
8680 steer 16512
8690 steer 45516
8710 steer 17597
8720 steer 54266
8730 steer 27693
8740 steer 41748
8750 steer 15234
8760 steer 24233
8780 steer 45684
8800 steer 31261
8810 steer 43908
8820 steer 30393
8840 steer 37284
8850 steer 57651
8860 steer 38898
8870 steer 13463
8880 steer 50948
8890 steer 56537
8900 steer 45032
8920 steer 36268
8930 steer 51443
8940 steer 49292
8950 steer 54606
8960 steer 57974
8990 steer 38981
9000 steer 21259
9010 steer 45853
9020 steer 28635
9030 steer 46944
9050 steer 58997
9060 steer 61435
9070 steer 64112
9080 steer 55930
9090 steer 55868
9110 steer 57669
9120 steer 54225
9130 steer 15718
9140 steer 63524
9150 steer 46999
9170 steer 62415
9190 steer 20612
9200 steer 111
9490 steer 25612
9500 steer 34733
9520 steer 35195
9530 steer 36790
9550 steer 39139
9560 steer 18823
9580 steer 28887
9590 steer 41706
9660 steer 41550
9680 steer 35009
9700 steer 11722
9710 steer 34551
9720 steer 20283
9730 steer -6428
9810 steer -12452
9820 steer -25188
9830 steer -63204
9850 steer -60313
10610 steer -56130
10620 steer -33927
10630 steer -39139
10640 steer 16427
10650 steer 10094
