0-4680 press up
520 steer 1325
530 steer 2534
540 steer 3743
550 steer 4311
560 steer 4809
570 steer 5307
590 steer 6018
600 steer 6160
610 steer 6231
620 steer 6303
640 steer 7512
650 steer 8649
660 steer 9432
670 steer 9503
680 steer 9716
690 steer 10143
700 steer 10925
710 steer 11636
720 steer 11707
730 steer 11778
740 steer 12205
750 steer 13129
760 steer 14836
770 steer 17041
780 steer 17752
790 steer 18250
800 steer 19103
810 steer 14753
820 steer 24081
830 steer 25574
840 steer 25930
850 steer 26001
860 steer 26072
880 steer 26001
900 steer 25930
910 steer 26214
920 steer 26641
930 steer 27139
940 steer 27494
950 steer 27708
960 steer 29201
970 steer 31406
980 steer 33397
990 steer 34890
1000 steer 35957
1010 steer 36668
1020 steer 36881
1030 steer 36952
1040 steer 37095
1050 steer 37308
1060 steer 37379
1070 steer 37735
1080 steer 38232
1090 steer 38730
1100 steer 39726
1110 steer 41219
1120 steer 41930
1130 steer 42215
1160 steer 42144
1170 steer 42073
1180 steer 42144
1200 steer 41859
1210 steer 37521
1220 steer 29841
1230 steer 15903
1240 steer 756
1250 steer 0
1460 steer -1462
1470 steer -4734
1480 steer -5303
1490 steer -5800
1500 steer -4520
1510 steer 0
1650 steer 6496
1660 steer 0
1790 steer 1529
1800 steer 0
2040 steer -2174
2050 steer -3596
2060 steer -5303
2070 steer -7720
2080 steer -12698
2090 steer -17961
2100 steer -19596
2110 steer -21587
2120 steer -22441
2130 steer -22512
2260 steer -22441
2290 steer -21730
2300 steer -18530
2310 steer -12414
2320 steer -7720
2330 steer -6938
2380 steer -16973
2390 steer -8076
2400 steer -8147
2410 steer -10260
2420 steer -8218
2430 steer -8574
2440 steer -10636
2450 steer -15045
2460 steer -19027
2470 steer -21943
2480 steer -22725
2490 steer -22796
2500 steer -22939
2510 steer -24503
2520 steer -30334
2530 steer -35028
2540 steer -37801
2550 steer -38655
2560 steer -40646
2570 steer -48113
2580 steer -57002
2590 steer -61766
2600 steer -65536
2660 steer -49108
2670 steer -15401
2680 steer 0
3280 steer -2316
3290 steer -8858
3300 steer -21516
3310 steer -36237
3320 steer -48682
3330 steer -52735
3340 steer -57002
3350 steer -62833
3360 steer -65536
3460 steer -64611
3470 steer -43633
3480 steer -13552
3490 steer 0
3900 steer 1526
3910 steer 0
3990 steer 12276
4000 steer 21236
4010 steer 28774
4020 steer 33041
4030 steer 35388
4040 steer 37166
4050 steer 38944
4060 steer 43424
4070 steer 49895
4080 steer 60420
4090 steer 65536
4120 steer 60166
4130 steer 65536
4140 steer 61842
4150 steer 44064
4160 steer 14907
4170 steer 5520
4180 steer 7440
4190 steer 20241
4200 steer 38375
4210 steer 59424
4220 steer 65536
4270 steer 58855
4280 steer 28063
4290 steer 0
4510 steer 1675
4520 steer 0
4550 steer -14476
4560 steer -43490
4570 steer -58069
4580 steer -50459
4590 steer -17107
4600 steer 0
4680-4820 press down
4830 steer -2950
4830-10220 press up
4840 steer 0
4870 steer -6817
4880 steer 0
4900 steer -9458
4910 steer 0
5080 steer -486
5090 steer 0
5170 steer -3748
5180 steer 0
5210 steer -2635
5220 steer 0
5250 steer 3931
5260 steer 0
5270 steer -6613
5280 steer 0
5360 steer -4428
5370 steer 0
5380 steer -3608
5390 steer 0
5530 steer -731
5540 steer 0
5740 steer -20285
5750 steer 0
5810 steer -11328
5820 steer 0
5930 steer 2320
5940 steer 6303
5950 steer 10285
5960 steer 15050
5970 steer 18250
5980 steer 19316
5990 steer 19814
6000 steer 22232
6010 steer 28134
6020 steer 32899
6030 steer 38232
6040 steer 43139
6050 steer 49184
6060 steer 56871
6070 steer 60846
6080 steer 63691
6090 steer 65536
6110 steer 62709
6120 steer 65536
6130 steer 57575
6140 steer 55385
6150 steer 13485
6160 steer 0
6220 steer 8265
6230 steer 0
6340 steer -6779
6350 steer 0
6410 steer 2755
6420 steer 0
6480 steer -3311
6490 steer -11347
6500 steer -23579
6510 steer -36730
6520 steer -53976
6530 steer -60273
6540 steer -65536
6640 steer -59562
6650 steer -26850
6660 steer -7792
6670 steer -1755
6680 steer -4052
6690 steer 0
6710 steer -5658
6720 steer -26637
6730 steer -47046
6740 steer -65536
6750 steer -62429
6760 steer -65536
6780 steer -62077
6790 steer -65536
6900 steer -62122
6910 steer -29455
6920 steer 2166
6930 steer 0
6950 steer -3241
6960 steer 0
7020 steer -8198
