0-6190 press up
1130 steer 41154
1140 steer 65536
1200 steer 0
1730 steer 12761
1740 steer 13852
1770 steer 1111
1910 steer 0
3010 steer -36415
3030 steer -58621
3040 steer -65536
3080 steer 0
3420 steer -32774
3430 steer -53161
3440 steer -65536
3570 steer -52434
3580 steer -3286
3590 steer 0
3620 steer -20396
3630 steer -48065
3640 steer -65536
3950 steer -62262
3960 steer -35324
3970 steer -5836
3980 steer 30235
4000 steer 17018
4010 steer 65536
4050 steer 46883
4060 steer 65536
4140 steer 63276
4150 steer 65536
4290 steer -27445
4300 steer 57129
4310 steer 65536
4500 steer 31801
4510 steer 65536
4600 steer 12741
4610 steer 3353
4620 steer 65536
4810 steer 7415
4820 steer 65536
4860 steer 55828
4870 steer 65536
4940 steer 18252
4950 steer 39348
4960 steer 63135
4970 steer 65536
5000 steer 45794
5010 steer 65536
5240 steer 558
5250 steer 18009
5260 steer 65536
5310 steer 42901
5320 steer 65536
5400 steer -740
5420 steer 0
5450 steer 31346
5460 steer 6905
5470 steer 0
5480 steer -12034
5490 steer -25203
5500 steer -63127
5600-5720 press down
5650 steer -52663
5660 steer -63280
5670 steer -63535
5690 steer -63638
5790 steer -63535
5800 steer -55644
5810 steer -26023
5830 steer 0
5860 steer 10905
5880 steer 36512
5890 steer 46695
5900 steer 65536
6170 steer 41416
6180 steer 65536
