0-5890 press up
130 steer 1254
140 steer 1822
160 steer 2960
180 steer 4951
190 steer 5947
200 steer 7440
210 steer 8294
220 steer 8792
230 steer 9218
240 steer 9360
250 steer 9503
260 steer 9574
270 steer 9645
280 steer 9858
290 steer 9929
300 steer 10000
330 steer 10072
360 steer 10143
750 steer 10569
760 steer 11209
770 steer 12205
780 steer 12845
790 steer 13485
800 steer 13698
810 steer 14267
820 steer 16330
830 steer 16827
840 steer 18605
850 steer 18819
860 steer 18890
900 steer 18605
910 steer 17538
920 steer 15547
930 steer 10285
940 steer 5449
950 steer 0
1080 steer -12272
1090 steer -19525
1100 steer -25783
1110 steer -31686
1120 steer -32183
1130 steer -24361
1140 steer -13409
1150 steer -9854
1160 steer 0
2400 steer -1036
2410 steer -1747
2420 steer -2245
2440 steer -2742
2460 steer -3240
2670 steer -3738
2880 steer -2458
2890 steer 0
3280 steer -894
3300 steer -1462
3310 steer -1960
3500 steer -2458
3530 steer -2956
3860 steer -3525
3880 steer -4094
3900 steer -4591
3940 steer -5089
3980 steer -5587
3990 steer -6227
4000 steer -7365
4010 steer -7789
4020 steer -8005
4030 steer -8218
4040 steer -8289
4100 steer -8360
4110 steer -8289
4750 steer -8218
4760 steer -7720
4770 steer -6584
4780 steer -3382
4790 steer 0
4880 steer -2458
4890 steer -5445
4900 steer -10352
4910 steer -13338
4920 steer -17392
4930 steer -19596
4940 steer -23081
4950 steer -25570
4960 steer -28699
4970 steer -30406
4980 steer -31828
4990 steer -32468
5000 steer -33606
5010 steer -35241
5020 steer -38797
5030 steer -41784
5040 steer -46335
5050 steer -48611
5060 steer -50317
5070 steer -51384
5080 steer -51953
5090 steer -51242
5100 steer -47828
5110 steer -43846
5120 steer -33890
5130 steer -25428
5140 steer -12556
5150 steer -8645
5160 steer 0
5190 steer 5520
5200 steer 18676
5210 steer 39015
5220 steer 50962
5230 steer 62269
5240 steer 64544
5250 steer 65536
5380-12240 press down
5800 steer -965
5810 steer -8360
5820 steer -25001
5830 steer -33392
5840 steer -48895
5850 steer -59491
5860 steer -65536
5990 steer -60486
6000 steer -36166
6010 steer -5231
6020 steer 0
6080 steer 4951
6090 steer 19103
6100 steer 52100
6110 steer 61913
6120 steer 63264
6140 steer 63122
6150 steer 61344
6160 steer 42570
6170 steer 6587
6180 steer -1818
6190 steer -6654
6200 steer -30334
6210 steer -45624
6220 steer -65536
6230-6520 press up
6260 steer -63687
6270 steer -47046
6280 steer -31543
6290 steer -24290
6300 steer -3169
6310 steer 0
6410 steer -4842
6420 steer 0
6460 steer 1040
6470 steer 17183
6480 steer 51744
6490 steer 64260
6500 steer 65536
6580-12020 press up
6640 steer 41859
6650 steer 0
6660 steer -55011
6670 steer -65536
6720 steer -53802
6730 steer -34175
6740 steer 0
6750 steer 27921
6760 steer 62340
6770 steer 65536
7370 steer 60568
7380 steer 65536
9820 steer -894
9830 steer -5516
9840 steer -9072
9850 steer -26494
9860 steer -47188
9870 steer -58638
9880 steer -65536
10340 steer -1605
10350 steer -5160
10360 steer -8360
10370 steer -13267
10380 steer -16610
10390 steer -21872
10400 steer -25285
10410 steer -30690
10420 steer -34175
10430 steer -37161
10440 steer -40504
10450 steer -43277
10460 steer -44628
10470 steer -45553
10480 steer -46548
10490 steer -46690
10500 steer -46762
10510 steer -46690
10520 steer -46619
10530 steer -44699
10540 steer -41855
10550 steer -34388
10560 steer -23579
10570 steer -15898
10580 steer -9072
10590 steer -1747
10600 steer 0
10710 steer -58780
10720 steer -27419
10730 steer -5516
10740 steer 6516
10750 steer 39797
10760 steer 55086
10770 steer 65536
10870 steer 50819
10880 steer 13272
10890 steer -17890
10900 steer -43704
10910 steer -64967
10920 steer -65536
10990 steer -55864
11000 steer -35028
11010 steer -16112
11020 steer -1036
11030 steer 0
11140 steer -403
11150 steer 0
11260 steer -9000
11270 steer -30334
11280 steer -37446
11290 steer -62478
11300 steer -65536
11410 steer -1960
11420 steer -4876
11430 steer -7792
11440 steer -11347
11450 steer -17961
11460 steer -22725
11470 steer -30050
11480 steer -35028
11490 steer -42779
11500 steer -48539
11510 steer -56931
11520 steer -63971
11530 steer -65536
12510 steer -57002
12520 steer -46975
12520-14990 press up
12530 steer -27917
12540 steer -16112
12550 steer -3169
12560 steer 0
13200 steer 450
13210 steer 0
13540 steer -62975
13550 steer -58424
13560 steer -47615
13570 steer -33179
13580 steer -27845
13590 steer -13338
13600 steer -3240
13610 steer 0
14950 steer -2174
14960 steer -8147
14970 steer -10138
14980 steer -14405
