0-2600 press up
610 steer -65536
670 steer 0
1060 steer -65536
1090 steer 0
1860 steer 65536
1890 steer 0
2260 steer 65536
2310 steer 0
2720 steer -65536
2770 steer 0
3240-4470 press down
3310 steer -65536
3530 steer -65204
3540 steer -65536
3580 steer 0
3590 steer 63432
3600 steer 0
3630 steer 3413
3640 steer 0
3780 steer 65536
3800 steer 55066
3810 steer 65536
3930 steer 0
3970 steer 46518
3980 steer 0
4050 steer 61145
4060 steer 65536
4070 steer -24238
4080 steer 0
4140 steer 65536
4240 steer 27477
4250 steer 65536
4310 steer 13339
4320 steer 65536
4380 steer 5819
4390 steer 65536
4410 steer 54343
4420 steer 62000
4430 steer 65536
4500 steer 12229
4510 steer 65536
4520 steer 59670
4530 steer 65536
4560 steer -2417
4570 steer 0
4620 steer -868
4630 steer 0
4650 steer 32027
4660 steer 0
4670 steer -8804
4680 steer 0
4690 steer 38137
4700 steer 12484
4710 steer 0
4720 steer 21750
4730 steer 0
4770 steer 17046
4780 steer 0
4800 steer -65157
4810 steer 0
4830 steer -30853
4840 steer 60330
4850 steer 0
4860 steer -21017
4870 steer 0
4880 steer -19904
4890 steer -65536
4910 steer -52723
4920 steer -65536
4980 steer 14074
4990 steer -65536
4990-7800 press up
5060 steer 43593
5070 steer 597
5080 steer -65536
5090 steer 65536
5150 steer 42372
5160 steer 20168
5170 steer 65536
5180 steer 63403
5190 steer 65536
5220 steer 38352
5230 steer 65536
5240-5360 press down
5290 steer -8268
5300 steer 65536
5330 steer 51847
5340 steer 37111
5350 steer 65536
5390 steer 39525
5400 steer 40268
5410 steer 65536
5420 steer 56562
5430 steer 6301
5440 steer -10678
5450 steer 65536
5460 steer 62414
5470 steer 65536
5490 steer -10940
5500 steer 65536
5530 steer 17541
5540 steer 19159
5550 steer 65536
5570 steer 39751
5580 steer -11589
5590 steer 65536
5640 steer 55372
5650 steer 27122
5660 steer 65536
5740 steer -5218
5750 steer 65536
5760 steer 3654
5770 steer 65536
5810 steer 18026
5820 steer 39132
5830 steer 65536
5850 steer 41977
5860 steer 59279
5870 steer 65536
5880 steer -9163
5890 steer 58360
5900 steer 65536
5910 steer 35449
5920 steer -10541
5930 steer 65536
5960 steer 64353
5970 steer 65536
6000-7890 press down
6020 steer 1836
6030 steer 65536
6090 steer 24817
6100 steer 65536
6130 steer 53040
6140 steer 50027
6150 steer 65536
6250 steer 0
6300 steer 21538
6310 steer 0
6330 steer 62831
6340 steer 0
6360 steer -1831
6370 steer -11583
6380 steer 0
6410 steer 56098
6420 steer 0
6430 steer -5693
6440 steer 0
6460 steer 56431
6470 steer 8923
6480 steer 0
6580 steer -17367
6590 steer 15251
6600 steer -13588
6610 steer 0
6650 steer 58219
6660 steer 0
6690 steer 60909
6700 steer 0
6800 steer -24254
6810 steer 47435
6820 steer 0
6830 steer 54621
6840 steer 0
6900 steer -6632
6910 steer 0
6950 steer 21518
6960 steer 0
6970 steer -15114
6980 steer 0
7010 steer -25968
7020 steer 0
7110 steer 51587
7120 steer 0
7130 steer 12427
7140 steer 20673
7150 steer 0
7160 steer -32876
7170 steer 10292
7180 steer 0
7270 steer 65450
7280 steer 4370
7290 steer -37413
7300 steer 0
7330 steer 62334
7340 steer 0
7350 steer -5820
7360 steer 0
7420 steer -2733
7430 steer -28991
7440 steer 0
7450 steer -26794
7460 steer 0
7470 steer -9232
7480 steer 0
7490 steer 30759
7500 steer 0
7550 steer 1068
7560 steer 27691
7570 steer 0
7630 steer 36553
7640 steer -63527
7650 steer 27708
7660 steer 0
7670 steer 8673
7680 steer -34939
7690 steer 0
7700 steer 11620
7710 steer 0
7720 steer -7305
7730 steer 0
7740 steer 26349
7750 steer 44426
7760 steer -19792
7770 steer 0
7780 steer -1016
7790 steer -2656
7800 steer -5731
7810 steer -7423
7820 steer 8513
7830 steer -10805
7840 steer 6876
7850 steer -13776
7860 steer -14392
7870 steer -15621
7880 steer -16236
7890 steer -16954
7900 steer -17927
7910 steer -18850
7920 steer -19312
7930 steer -19772
7940 steer -46864
7950 steer -21003
7960 steer -22950
7970 steer -23770
7980 steer -25768
7990 steer -12278
8000 steer -28741
8010 steer -30637
8020 steer -33250
8040 steer -34479
8050 steer -34581
8090 steer -65053
8100 steer -33761
8110 steer -21412
8120 steer -12547
8130 steer -3118
8140 steer 0
8190 steer 3994
8200 steer 7558
8210 steer 10323
8220 steer 13234
8230 steer 16943
8240 steer 18399
8250 steer 19272
8260 steer 19416
8270 steer 19199
8280 steer 46012
8290 steer 19199
8300 steer 18907
8310 steer 15052
8320 steer 0
8440 steer 49626
8450 steer 0
8510 steer 1811
8520 steer 4285
8530 steer 6031
8540 steer 8578
8550 steer 9814
8560 steer 11123
8590 steer 11052
8630 steer 30368
8640 steer 11052
8710 steer 10687
8720 steer 9305
8730 steer 6685
8740 steer 5158
8750 steer 4214
8760 steer 2758
8780 steer 2249
8790 steer 2176
8820 steer 2249
8940 steer 2394
8950 steer 3194
8960 steer 5085
8970 steer 5523
8980 steer 5958
8990 steer 6031
9010 steer 5958
9030 steer 5885
9090 steer 4358
9100 steer 2758
9110 steer 1520
9120 steer 0
9310 steer -63762
9320 steer 0
9870 steer 62354
9880 steer 0
10000 steer 2000
10600 steer 0
12550 steer -965
12560 steer -3220
12570 steer -4347
12580 steer -5578
12590 steer -6756
12600 steer -8140
12610 steer -8447
12720 steer -7678
12730 steer -5783
12740 steer -3527
12750 steer 0
