0-5400 press up
120 steer 1341
210 steer 1871
220 steer 3463
230 steer 5055
240 steer 7708
250 steer 8238
260 steer 9300
270 steer 9830
280 steer 12483
340 steer 13014
350 steer 14075
370 steer 14605
380 steer 15134
390 steer 16726
400 steer 17787
410 steer 19379
420 steer 19909
430 steer 21501
440 steer 22562
450 steer 23093
460 steer 24154
470 steer 25746
490 steer 26276
700 steer 24685
830 steer 26276
860 steer 27337
900 steer 27868
910 steer 28929
950 steer 29460
980 steer 30521
1000 steer 31052
1020 steer 32113
1040 steer 32643
1320 steer 33704
1450 steer 32113
1460 steer 31052
1480 steer 29460
1490 steer 27868
1500 steer 26276
1510 steer 24685
1540 steer 26276
1560 steer 27868
1570 steer 30521
1580 steer 32113
1590 steer 32643
1600 steer 34235
1610 steer 35296
1640 steer 35827
1670 steer 35296
1680 steer 34235
1850 steer 33704
1880 steer 30521
1890 steer 27868
1900 steer 24154
1910 steer 16726
1930 steer 11422
1940 steer 8238
1950 steer 6647
1960 steer 1341
1970 steer 0
2380 steer -854
2390 steer -1393
2400 steer -5706
2410 steer -7861
2420 steer -9478
2430 steer -12713
2440 steer -13252
2450 steer -14869
2460 steer -15946
2480 steer -16485
2490 steer -17563
2500 steer -18102
2510 steer -19182
2520 steer -21337
2530 steer -22415
2540 steer -22954
2550 steer -23493
2560 steer -24571
2570 steer -25109
2580 steer -26187
2600 steer -26726
2610 steer -27806
2620 steer -28345
2640 steer -29422
2650 steer -31039
2660 steer -31578
2670 steer -32656
2860 steer -33195
2880 steer -34811
2890 steer -36430
2900 steer -38047
2910 steer -41819
2920 steer -43435
2930 steer -44515
2940 steer -45054
3020 steer -46132
3030 steer -46671
3040 steer -48826
3050 steer -51521
3060 steer -54756
3070 steer -57989
3080 steer -65536
3960 steer -58528
3970 steer -49904
3980 steer -39663
3990 steer -15946
4000 steer -2472
4010 steer 0
4030 steer 2933
4040 steer 10891
4050 steer 15134
4060 steer 19379
4070 steer 28929
4080 steer 35296
4090 steer 41133
4100 steer 49089
4110 steer 57048
4120 steer 65536
4510 steer 63415
4520 steer 53334
4530 steer 45377
4540 steer 37419
4550 steer 18317
4560 steer 8238
4570 steer 0
4720 steer 555
4730 steer 0
4840 steer -5706
4850 steer -27255
4860 steer -24571
4870 steer -35350
4880 steer -57989
4890 steer -65536
4910 steer -61945
4920 steer -65536
4960 steer -53605
4970 steer -65536
4990 steer -59606
5000 steer -38585
5010 steer -28345
5020 steer -22954
5030 steer -25752
5040 steer -36430
5050 steer -50443
5060 steer -65536
5100 steer -61878
5110 steer -65536
5140-5150 press down
5150 steer -31092
5160 steer -65536
5170 steer -10114
5180 steer -65536
5250 steer -63318
5260 steer -65536
5270 steer -63919
5280 steer -56373
5290 steer -46671
5300 steer -3636
5310 steer -26187
5320 steer -2472
5330 steer -22190
5340 steer 0
5350 steer -7372
5360 steer 0
5430-6100 press up
5690 steer 3897
5700 steer 0
5710 steer -1137
5720 steer -9859
5730 steer 0
5750 steer -33411
5760 steer -137
5770 steer 0
6120-14450 press up
6180 steer 5129
6190 steer 0
6280 steer -2666
6290 steer 0
6300 steer 2141
6310 steer 0
6320 steer 8458
6330 steer 6660
6340 steer 0
6380 steer 1454
6390 steer -31732
6400 steer 0
6450 steer -794
6460 steer 0
6480 steer -7882
6490 steer 0
6610 steer -57551
6620 steer 0
6640 steer -38546
6650 steer 0
6960 steer -42746
6970 steer 0
7150 steer 24790
7160 steer 0
7200 steer -65536
7630 steer -14472
7640 steer -65536
7970 steer -36152
7980 steer -65536
7990 steer -38296
8000 steer -1203
8010 steer 0
8100 steer 15399
8110 steer 0
8170 steer 40626
8180 steer 0
8420 steer 38488
8430 steer 0
8460 steer -58989
8470 steer 0
8530 steer 58829
8540 steer 0
8590 steer -23482
8600 steer -65536
8620 steer 0
8830 steer 35332
8840 steer 0
8850 steer 56869
8860 steer 0
8910 steer -38520
8920 steer 0
9100 steer -35726
9110 steer 0
9270 steer -21232
9280 steer 0
9410 steer 1453
9420 steer -17927
9430 steer -21003
9440 steer 26798
9450 steer 31089
9460 steer -33301
9470 steer -36119
9480 steer -38630
9490 steer -41706
9500 steer -46624
9510 steer -52313
9520 steer -60051
9530 steer -63433
9540 steer -65536
9560 steer -52666
9570 steer -65536
9790 steer -64715
9800 steer 10528
9810 steer -42475
9820 steer -33046
9830 steer -15807
9840 steer 0
9980 steer 11705
9990 steer 18690
10000 steer 26545
10010 steer 34692
10020 steer 44004
10030 steer 65536
10570 steer 0
10580 press enter
11220 steer -65536
11330 steer 0
11490 steer -65536
11580 steer 0
11690 steer -65536
11800 steer 0
11890 steer -65536
12030 steer 0
12100 steer -65536
12230 steer 0
12340 steer -65536
12440 steer 0
12550 steer -65536
12650 steer 0
12730 steer -65536
13340 steer 0
13420 steer 65536
13990 steer 0
14120 steer -65536
14520-15590 press up
14660-14810 press down
14990 steer 0
15030 steer 38579
15040 steer 0
15100 steer 59339
15110 steer 0
15220 steer -21903
15230 steer 0
15390 steer 14274
15400 steer 0
15550 steer 40456
15560 steer 0
15690 steer -59895
15700 steer 0
16040 steer -22456
16050 steer 0
16250 steer 1227
16260 steer 0
16380-29350 press up
16430 steer -65536
16700 steer 0
16770 steer 33195
16780 steer 65536
16830 steer 52872
16840 steer 65536
16880 steer 0
16960-17090 press down
17090 steer -65536
17130 steer -65504
17140 steer -65536
17150 steer -21873
17160 steer -65536
17200 steer -16746
17210 steer -65536
17390 steer 16453
17400 steer -65536
17550 steer -20851
17560 steer -65536
17650 steer -29325
17660 steer 0
17720 steer 65536
17860 steer 17302
17870 steer 65536
17960 steer 0
17980 steer 62639
17990 steer 0
18010 steer 33387
18020 steer 0
18030 steer 33506
18040 steer 65536
18060 steer 4305
18070 steer 65536
18130 steer 0
18140 steer -49852
18150 steer 24003
18160 steer 0
18220 steer -65536
18240 steer -11347
18250 steer -65536
18260 steer 0
18300 steer 65536
18370 steer 33203
18380 steer 65536
18400 steer 8040
18410 steer 65536
18500 steer 26216
18510 steer 65536
18670 steer 0
18780 steer 65536
18820 steer 0
21250 steer 65536
21870 steer 0
23690 steer 65536
24400 press enter
24400 steer 0
24790 steer -2956
24800 steer -6059
24810 steer -9679
24820 steer -12265
24830 steer -20023
24840 steer -23643
24850 steer -27781
24860 steer -29850
24870 steer -33987
24880 steer -36573
24910 steer -33987
24930 steer -32436
24940 steer -23643
24960 steer -15368
24970 steer -12265
24980 steer -9679
24990 steer -6576
25010 steer -7093
25020 steer -9679
25040 steer -16920
25050 steer -21575
25060 steer -24161
25070 steer -31918
25080 steer -36573
25090 steer -42262
25100 steer -58812
25120 steer -65536
25180 steer -56226
25190 steer -44848
25200 steer -33987
25210 steer -13817
25220 steer -8128
25230 steer -3473
25240 steer 0
25320 steer -887
25330 steer -8645
25350 steer -22609
25360 steer -30367
25370 steer -42262
25380 steer -56226
25390 steer -65536
25460 steer -44848
25470 steer -32436
25480 steer -23643
25490 steer -7093
25510 steer 0
25760 steer -6576
25770 steer -12265
25780 steer -20540
25790 steer -39159
25800 steer -52089
25810 steer -63984
25820 steer -65536
25890 steer -61915
25900 steer -55192
25910 steer -39676
25930 steer -24161
25940 steer -9679
25960 steer 0
26020 steer -1921
26040 steer -12265
26050 steer -20540
26060 steer -28298
26070 steer -55192
26080 steer -65536
26210 steer -60881
26220 steer -56226
26240 steer -50537
26260 steer -41228
26270 steer -36573
26280 steer -35021
26300 steer -37090
26320 steer -47434
26330 steer -65536
26450 steer -61915
26460 steer -49503
26470 steer -39676
26480 steer -33987
26490 steer -31918
26510 steer -35021
26520 steer -44848
26530 steer -56226
