0-6800 press up
20 steer 1396
40 steer 1965
50 steer 2462
110 steer -327
130 steer 3600
140 steer 4383
150 steer 5236
160 steer 4339
170 steer 7369
180 steer 8223
190 steer 9005
200 steer 9147
210 steer 9503
220 steer 9574
330 steer 9645
380 steer 9574
430 steer 9645
510 steer 9574
560 steer 9645
600 steer 9574
660 steer 9645
700 steer 9360
710 steer 9147
720 steer 7654
730 steer 6018
740 steer 3031
750 steer 1111
760 steer 0
1120 steer 5378
1130 steer 9218
1140 steer 28063
1150 steer 27779
1160 steer 17894
1170 steer 12916
1180 steer 0
1600 steer -8047
1610 steer -7009
1620 steer -12414
1630 steer -23579
1640 steer -25568
1650 steer -19383
1660 steer -8858
1670 steer -4307
1680 steer 0
2010 steer -8005
2020 steer -20379
2030 steer -30406
2040 steer -45553
2050 steer -52677
2060 steer -49393
2070 steer -43064
2080 steer -23508
2090 steer -10138
2100 steer 0
2290 steer -6369
2300 steer -9285
2310 steer -16112
2320 steer -24716
2330 steer -23152
2340 steer -14974
2350 steer -7365
2360 steer 0
3030 steer 5315
3040 steer -9285
3050 steer -17747
3060 steer -44875
3070 steer -33765
3080 steer -58993
3090 steer -65536
3130 steer -54015
3140 steer -37348
3150 steer -8432
3160 steer -2031
3170 steer 5070
3270-3390 press down
4040 steer -2174
4050 steer -4378
4060 steer -15690
4070 steer -12912
4080 steer -19525
4090 steer -27774
4100 steer -38015
4110 steer -41997
4120 steer -58424
4130 steer -64398
4140 steer -65536
4150-4230 press down
4470 steer -56077
4480 steer -35241
4490 steer -12912
4500 steer -2458
4510 steer 9648
4650 steer -4449
4660 steer -6938
4670 steer -16681
4680 steer -20426
4690 steer -39864
4700 steer -45837
4710 steer -59891
4720 steer -55011
4730 steer -56575
4740 steer -57215
4750 steer -55224
4760 steer -40646
4770 steer -22014
4780 steer -9925
4790 steer -1998
4920 steer 21094
4930 steer 28134
4940 steer 35672
4950 steer 45130
4960 steer 49326
4970 steer 54162
4980 steer 55940
4990 steer 57433
5000 steer 58358
5010 steer 58429
5020 steer 57789
5030 steer 53308
5040 steer 50891
5050 steer 40295
5060 steer 30552
5070 steer 15547
5080 steer 7440
5090 steer 0
5460 steer 1467
5470 steer 7512
5480 steer 19601
5490 steer 31761
5500 steer 35246
5510 steer 45130
5520 steer 46695
5530 steer 50535
5540 steer 51957
5550 steer 53166
5560 steer 53380
5570 steer 52811
5580 steer 50322
5590 steer 43139
5600 steer 30694
5610 steer 25503
5620 steer 11138
5630 steer 3316
5640 steer 0
5690 steer 1965
5700 steer 19459
5710 steer 31121
5720 steer 48544
5730 steer 57860
5740 steer 65536
5840 steer 61131
5850 steer 45770
5860 steer 31619
5870 steer 18392
5880 steer 7298
5890 steer 0
6060 steer -2814
6070 steer -11134
6080 steer -27774
6090 steer -46264
6100 steer -51526
6110 steer -60202
6120 steer -65536
6310 steer -60558
6320 steer -40788
6330 steer -33535
6340 steer -12769
6350 steer 0
6360 steer -2956
6370 steer -28485
6370-7180 press down
6380 steer -35526
6390 steer -59989
6400 steer -63900
6410 steer -65536
7190-11850 press up
8490 steer -65109
8500 steer -57512
8510 steer -24986
8520 steer -27277
8530 steer -7625
8540 steer -3510
8550 steer 0
8870 steer 3956
8880 steer 22090
8890 steer 28134
8900 steer 47691
8910 steer 57931
8920 steer 65536
8990 steer 57362
9000 steer 25022
9010 steer 29628
9020 steer 11846
9030 steer 7239
9040 steer -9142
9440 steer 7014
9450 steer 16859
9460 steer 22434
9470 steer 31353
9480 steer 44803
9490 steer 49034
9500 steer 56342
9510 steer 53024
9520 steer 29067
9530 steer 40018
9540 steer 613
9550 steer 22505
9560 steer 0
9820-9900 press down
11280 steer 14765
11290 steer 28632
11300 steer 35815
11310 steer 60064
11320 steer 65536
11690 steer 51673
11700 steer 46126
11710 steer 33823
11720 steer 10996
11730 steer 3174
11740 steer 0
