0-14560 press up
510 steer 860
520 steer 1938
540 steer 2477
560 steer 3556
580 steer 4095
610 steer 5173
660 steer 5712
680 steer 6790
700 steer 7329
710 steer 8406
730 steer 8945
740 steer 10023
770 steer 10562
900 steer 11640
1010 steer 10023
1030 steer 8945
1100 steer 8406
1120 steer 7329
1130 steer 5712
1140 steer 5173
1150 steer 4095
1160 steer 2477
1170 steer 860
1180 steer 0
1270 steer -3988
1280 steer -21497
1290 steer -31047
1300 steer -38476
1310 steer -46434
1320 steer -52271
1330 steer -62883
1340 steer -65536
1600 steer -49618
1610 steer -39006
1620 steer -27333
1630 steer -10355
1640 steer 860
1650 steer 13256
1660 steer 22958
1670 steer 34277
1680 steer 42362
1690 steer 53680
1700 steer 56913
1710 steer 60688
1720 steer 65536
1920 steer 60149
1930 steer 50447
1940 steer 45595
1950 steer 39128
1960 steer 22958
1970 steer 16492
1980 steer 6790
1990 steer 0
2000 steer -65536
3000 steer 0
3330 steer -65536
3400 steer 0
3590 steer 24238
3600 steer 0
3640 steer -65398
3650 steer 0
4160 steer -63284
4170 steer 0
4280 steer 37117
4290 steer 0
4400 steer 48498
4410 steer 0
4470-5600 press down
4520 steer -63328
4530 steer 0
4570 steer -31247
4580 steer 0
4730 steer 63002
4740 steer 0
4870 steer -48918
4880 steer 0
5160 steer -62548
5170 steer 0
5230 steer 3319
5240 steer 0
5370 steer 1520
5380 steer 11852
5390 steer 25890
5400 steer 65536
5620 steer 22227
5630 steer 13205
5640 steer 65536
5660 steer 9960
5670 steer 50768
5680 steer 65536
5720 steer 60340
5730 steer 65536
5740 steer 2309
5750 steer 65536
5770-5780 press down
5860 steer 62732
5870 steer 65536
5880 steer 17830
5890 steer 65536
5900 steer 60484
5910 steer 65536
5960 steer 21441
5970 steer 65536
6850 press enter
6850 steer 0
6890 steer -42774
6900 steer 0
7150 steer -65536
7460 steer 0
8630 steer -6660
8640 steer 0
8710 steer -4490
8720 steer 0
8750 steer -51349
8760 steer 0
8900 steer 10000
9020 steer 56832
9030 steer 10000
9040 steer 22161
9050 steer 10000
9250 steer 42328
9260 steer 10000
9330 steer -633
9340 steer 10000
9400 steer -10000
9630 steer 14054
9640 steer -10000
9760 steer -3777
9770 steer -10000
9930 steer 24683
9940 steer -10000
9990 steer -1580
10000 steer -4245
10010 steer -6756
10020 steer -9063
10030 steer -11521
10040 steer -12238
10050 steer -12496
10060 steer -12649
10080 steer -13058
10090 steer -13776
10100 steer -14903
10110 steer -17978
10120 steer -19465
10130 steer -20592
10140 steer -21770
10150 steer -22641
10160 steer -22745
10170 steer -10629
10180 steer -22745
10290 steer -22848
10300 steer -23001
10310 steer -23256
10340 steer -23154
10390 steer -22796
10500 steer -18850
10520 steer -12547
10530 steer -8805
10540 steer 0
10620 steer -13894
10630 steer 0
10670 steer -46105
10680 steer 0
10970 steer 42396
10980 steer 0
10990 steer 45701
11000 steer 0
11080 press enter
11090 steer -57647
11100 steer 0
11130 steer -743
11140 steer 0
11210 steer 24742
11220 steer 0
11270 steer 60758
11280 steer 0
11350 steer 13264
11360 steer 6721
11370 steer 0
11390 steer 32124
11400 steer 0
11410 steer -9656
11420 steer 12599
11430 steer 0
11570 steer -1118
11580 steer 31021
11590 steer -22641
11600 steer -43037
11610 steer -65536
11630 steer -60776
11640 steer -61701
11650 steer -65536
11700 steer -35297
11710 steer -65536
11720 steer -49569
11730 steer -65536
11760 steer -58875
11770 steer -17927
11780 steer -33665
11790 steer -28923
11800 steer 0
11810 steer 7579
11820 steer 4794
11830 steer -1845
11840 steer 3994
11850 steer 0
11860 steer 34068
11870 steer 0
11880 steer -18291
11890 steer -50651
11900 steer -57014
11910 steer -29042
11920 steer 33850
11930 steer -65536
11940 steer -58400
11950 steer -30168
11960 steer -65536
11980 steer -11326
