0-11660 press up
580 steer 814
590 steer 1969
600 steer 4280
610 steer 5436
620 steer 6014
630 steer 6591
640 steer 7169
670 steer 7747
700 steer 8325
710 steer 8903
730 steer 9480
750 steer 10058
760 steer 11216
780 steer 12372
790 steer 12949
800 steer 14105
820 steer 14683
840 steer 15261
870 steer 16416
890 steer 16994
900 steer 17572
1400 steer 12949
1410 steer 10636
1420 steer 8325
1430 steer 4858
1440 steer 1969
1450 steer 0
1860 steer -3525
1870 steer -7507
1880 steer -18316
1890 steer -24005
1900 steer -29694
1910 steer -35952
1920 steer -46762
1930 steer -51313
1940 steer -55295
1950 steer -61553
1960 steer -63260
1970 steer -64967
1980 steer -65536
2030 steer -53588
2040 steer -48468
2050 steer -42779
2060 steer -29694
2070 steer -24005
2080 steer -17747
2090 steer -7507
2100 steer -3525
2110 steer 0
2260 steer 3703
2270 steer 11216
2280 steer 29130
2290 steer 47044
2310 steer 59180
2320 steer 62649
2330 steer 64382
2340 steer 65536
3360 steer 57446
3370 steer 51091
3380 steer 42999
3390 steer 25085
3400 steer 15838
3410 steer 7747
3420 steer 0
3630 steer -2387
3640 steer -9783
3650 steer -13765
3660 steer -18316
3670 steer -26281
3680 steer -31970
3690 steer -34246
3700 steer -35952
3710 steer -38228
3750 steer -33108
3760 steer -30832
3770 steer -27988
3780 steer -24574
3790 steer -16610
3800 steer -12058
3810 steer -7507
3820 steer -4094
3830 steer 0
4370 steer 3703
4380 steer 12949
4390 steer 31441
4410 steer 49357
4420 steer 57446
4430 steer 65536
4490 steer 64833
4500 steer 65536
6060 steer 56869
6070 steer 50513
6080 steer 33175
6090 steer 23930
6100 steer 14683
6110 steer 6591
6120 steer -65536
6170-6270 press down
6500 steer -52458
6510 steer -65536
7440 steer 1958
7450 steer 16652
7460 steer 23636
7470 steer 29674
7480 steer 36657
7490 steer 42839
7500 steer 50042
7510 steer 64227
7520 steer 65536
7820 steer 55062
7830 steer 40586
7840 steer 25090
7850 steer 0
8140 steer 53450
8150 steer 0
8270 steer 1158
8280 steer 10105
8290 steer 20652
8300 steer -19318
8310 steer 30619
8320 steer 36075
8330 steer 40730
8340 steer 44950
8350 steer 51060
8360 steer 53533
8370 steer 57462
8380 steer 62918
8390 steer 65536
9030 steer 5917
9040 steer 65063
9050 steer 65536
9050-9610 press down
9130 steer 18019
9140 steer 65536
9260 steer 27847
9270 steer 65536
9490 steer 38602
9500 steer 65536
9610 steer 64792
9620 steer 65536
9680 steer 18058
9690 steer 60026
9700 steer 65536
9750 steer 41117
9760 steer 65536
9800 steer 12269
9810 steer 65536
9820 steer 23404
9830 steer 65536
9990 steer -65536
10060 steer 17918
10070 steer -65536
10290 steer -47512
10300 steer -65536
10390 steer 8721
10400 steer -65536
10440 steer -11376
10450 steer -65536
10910 steer -64481
10920 steer -65536
10970 steer -54971
10980 steer -65536
11020 steer 9158
11030 steer 23781
11040 steer 41677
11050 steer 60080
11060 steer 60153
11090 steer 59353
11100 steer 25963
11110 steer 0
11120 steer -2451
11130 steer -23512
11140 steer -65536
11380 steer -62158
11390 steer -65536
11630 steer -61640
11640 steer -22590
11650 steer 0
