0-14500 press up
470 steer 2683
480 steer 5662
490 steer 24430
500 steer 26050
510 steer 28260
520 steer 32195
530 steer 33619
540 steer 34757
550 steer 35637
560 steer 36212
570 steer 37099
580 steer 37328
600 steer 37087
610 steer 35981
620 steer 35347
630 steer 34740
640 steer 33923
650 steer 31915
660 steer 30165
670 steer 27879
680 steer 25381
690 steer 20261
700 steer 18056
710 steer 16249
720 steer 14821
730 steer 13607
740 steer 11785
750 steer 11134
760 steer 10600
770 steer 9765
780 steer 9474
790 steer 9243
800 steer 9027
820 steer 9425
830 steer 9902
840 steer 10645
850 steer 13058
860 steer 13963
870 steer 14762
880 steer 15374
890 steer 16070
910 steer 15585
920 steer 15143
930 steer 14624
940 steer 14420
950 steer 14241
960 steer 14039
970 steer 13535
980 steer 12562
990 steer 9288
1000 steer 7680
1010 steer 6267
1020 steer 4905
1030 steer 2547
1040 steer 1628
1050 steer 0
1120 steer -10679
1130 steer -11965
1140 steer -14295
1150 steer -33860
1160 steer -36278
1170 steer -39172
1180 steer -42259
1190 steer -60209
1200 steer -60361
1230 steer -59434
1240 steer -54698
1250 steer -36458
1260 steer -35047
1270 steer -30915
1280 steer -29371
1290 steer -28147
1300 steer -27171
1310 steer -25721
1320 steer -25140
1330 steer -23818
1340 steer -22336
1350 steer -2683
1370 steer 0
1580 steer -73
1590 steer 0
2050 steer -1950
2060 steer -3154
2070 steer -4824
2080 steer -5251
2090 steer -4140
2100 steer -2110
2110 steer 0
2340-2350 press down
2390 steer 9317
2400 steer 0
2410 steer -2584
2420 steer -4332
2430 steer -5689
2440 steer -7574
2450 steer -8083
2470 steer -6756
2480 steer -4315
2490 steer -3462
2500 steer -2734
2510 steer -2240
2520 steer -1861
2530 steer -1235
2540 steer -986
2560 steer 0
2610 steer -1026
2620 steer -3071
2630 steer 3133
2640 steer -4895
2650 steer -6092
2660 steer -6239
2670 steer -4959
2680 steer -3002
2690 steer 0
2980 steer 1065
2990 steer 1933
3000 steer 2754
3010 steer 3449
3020 steer 4578
3040 steer 5935
3050 steer 6581
3060 steer 6984
3070 steer 7663
3080 steer 7894
3100 steer 8253
3110 steer 7882
3120 steer 7154
3130 steer 6001
3140 steer 4551
3150 steer 1989
3160 steer 856
3170 steer 0
4260 press enter
5070 steer -1430
5120 steer -2373
5130 steer -5520
5210 steer -6463
5240 steer -7406
5300 steer -3002
5320 steer 0
6080 steer -1744
6140 steer -2687
6180 steer 0
6420 steer 10105
6430 steer 0
6440 steer -2687
6450 steer -3945
6460 steer -4891
6470 steer -6148
6620 steer 0
6760 steer -5731
6770 steer 0
6920 steer -10332
6930 steer 0
7070 steer 6337
7080 steer 0
7440 steer -1744
7470 steer -3002
7510 steer -3945
7540 steer -5205
7560 steer -6148
7570 steer -14642
7590 steer -17475
7600 steer -22508
7620 steer -23765
7630 steer -25026
7640 steer -26283
7670 steer -15900
7680 steer -7720
7690 steer -6148
7700 steer -2373
7710 steer -1116
7730 steer 0
8520 steer 65536
9450 steer 0
10150 steer -53000
10200 steer 0
11130 steer -1478
11140 steer -2605
11150 steer -5680
11160 steer -7320
11170 steer -9216
11180 steer -10856
11190 steer -13161
11200 steer -18594
11210 steer -21156
11220 steer -22488
11230 steer -20060
11240 steer -23719
11270 steer -23616
11310 steer -22283
11320 steer -19105
11330 steer -16083
11340 steer -10036
11350 steer -7372
11360 steer -5731
11370 steer -8917
11380 steer -3938
11390 steer -2860
11400 steer -2040
11410 steer 0
11420 steer -32043
11430 steer 30104
11440 steer -60150
11450 steer 0
11470 steer -46146
11480 steer 0
11500 steer 9381
11510 steer 0
11540 steer -21644
11550 steer 0
11590 steer 52092
11600 steer 55205
11610 steer 0
11630 steer -51603
11640 steer 17378
11650 steer 9761
11650-11670 press down
11660 steer 0
11720 steer 42343
11730 steer 0
11750 steer -58124
11760 steer 0
11780 steer -17267
11790 steer 0
11810 steer -40979
11820 steer 0
11860 steer 32863
11870 steer 0
11880 steer 48540
11890 steer 720
11900 steer 2102
11910 steer 3340
11920 steer 3485
11930 steer 3411
11940 steer 3485
11960 steer 12218
11970 steer 3485
11980 steer 3558
11990 steer -28340
12000 steer 18532
12010 steer 6976
12020 steer 9669
12030 steer 14105
12040 steer 17525
12050 steer 22472
12060 steer 27490
12070 steer 27727
12080 steer 44586
12090 steer 50842
12100 steer 27078
12110 steer 60196
12120 steer 65536
12130 steer 8389
12140 steer 65536
12240 steer 21245
12250 steer 65536
12270 steer 56518
12280 steer 65536
12310 steer 19351
12320 steer 36707
12330 steer 65536
12350 steer 17969
12360 steer 38473
12370 steer 65536
12390 steer 25525
12400 steer 65536
12420 steer 59786
12430 steer 65536
12440 steer 22570
12450 steer 65536
12510 steer 7006
12520 steer 65536
12590 steer 39108
12600 steer 33892
12610 steer 18907
12620 steer 4940
12630 steer 0
12690 steer 20063
12700 steer 0
12720 steer -226
12730 steer 0
12750 steer 40548
12760 steer 30062
12770 steer 0
12780 steer -65536
12790 steer -46882
12800 steer -26163
12810 steer -65536
12840 steer -60955
12850 steer -65536
12890 steer -7973
12900 steer -65536
12950 steer -33732
12960 steer -65536
12980 steer -48598
12990 steer -65536
13000 steer -58812
13010 steer -39825
13020 steer -65536
13030 steer -16840
13040 steer -65536
13070 steer -56128
13080 steer -7546
13090 steer -65536
13100 steer -20758
13110 steer -65536
13150 steer -7294
13160 steer -18464
13170 steer -65536
13210 steer -41182
13220 steer -65536
13240 steer -51762
13250 steer -65536
13320 steer -57972
13330 steer -43759
13340 steer -12096
13350 steer -17608
13360 steer -65536
13380 steer -37506
13390 steer -65536
13400 steer -22441
13410 steer 9530
13420 steer -65536
13490 steer -5370
13500 steer -9250
13510 steer -65536
13570 steer -11649
13580 steer -65536
13590 steer 38494
13600 steer -65536
13620 steer -43024
13630 steer -65536
13670 steer -52635
13680 steer -18364
13690 steer -56368
13700 steer -41762
13710 steer -65536
13740 steer -22098
13750 steer -65536
13800 steer -55191
13810 steer -65536
13890 steer -309
13900 steer -65536
13960 steer -24974
13970 steer -12553
13980 steer -65536
14000 steer 12397
14010 steer -65536
