0-10110 press up
560 steer 12629
590 steer 12928
600 steer 12629
610 steer 12928
620 steer 12629
630 steer 12875
640 steer 13168
650 steer 13132
660 steer 13677
680 steer 13968
690 steer 14265
700 steer 14572
720 steer 14823
740 steer 15081
770 steer 15348
780 steer 15621
790 steer 15914
800 steer 15645
810 steer 15914
830 steer 15645
850 steer 15348
860 steer 15055
870 steer 12914
880 steer 0
1270 steer -13219
1280 steer -24118
1290 steer -33054
1300 steer -48618
1310 steer -59426
1320 steer -65536
1590 steer -56117
1600 steer -50234
1610 steer -28769
1620 steer 0
1650 steer 14487
1660 steer 33983
1670 steer 49885
1680 steer 65536
1820 steer 63483
1830 steer 56717
1840 steer 48915
1850 steer 41965
1860 steer 35086
1870 steer 23979
1880 steer 0
2270 steer -16502
2280 steer -24696
2290 steer -31732
2300 steer -40822
2310 steer -46224
2320 steer -50250
2330 steer -56778
2340 steer -63295
2350 steer -65481
2990 steer -56319
3000 steer -43038
3010 steer -34888
3020 steer -22601
3030 steer -14524
3040 steer 0
3230 steer 23956
3240 steer 41228
3250 steer 54004
3260 steer 63475
3270 steer 65536
4080 steer 48123
4090 steer 37090
4100 steer 24544
4110 steer 14487
4120 steer 0
4310 steer -16122
4320 steer -23419
4330 steer -27310
4340 steer -30227
4350 steer -30514
4360 steer -30399
4370 steer -28839
4380 steer -27060
4390 steer -20187
4400 steer -13399
4410 steer 0
4600 steer -17906
4610 steer -28898
4620 steer -35971
4630 steer -42024
4640 steer -50006
4650 steer -56663
4660 steer -65536
4800 steer -54703
4810 steer -49194
4820 steer -34082
4830 steer -20211
4840 steer 0
4920 steer 14411
4930 steer 25575
4940 steer 30116
4950 steer 44947
4960 steer 59549
4970 steer 65536
5380 steer 55856
5390 steer 45024
5400 steer 39191
5410 steer 29056
5420 steer 22047
5430 steer 0
6110 steer -14112
6120 steer -27569
6130 steer -37525
6140 steer -51713
6150 steer -61984
6160 steer -65536
6280-6360 press down
6300 steer -46917
6310 steer -20373
6320 steer 0
6340 steer 25619
6350 steer 54040
6360 steer 65536
6430 steer 64849
6440 steer 43947
6450 steer 29700
6460 steer 18316
6470 steer 0
6510 steer -20524
6520 steer -40741
6530 steer -50012
6540 steer -60091
6550 steer -65536
7540 steer -53788
7550 steer -37690
7560 steer 0
7590 steer 16552
7600 steer 30844
7610 steer 46317
7620 steer 56289
7630 steer 65536
8030 steer 62473
8040 steer 39108
8050 steer 23433
8060 steer 0
8080 steer -20407
8090 steer -39195
8100 steer -65536
8220-9180 press down
9200 steer -44155
9210 steer 0
9340 steer -15938
9350 steer -29314
9360 steer -57669
9370 steer -65536
9450 steer -46177
9460 steer -33383
9470 steer -13328
9480 steer 0
9580 steer 16629
9590 steer 26114
9600 steer 48149
9610 steer 65536
9930-10070 press down
10120 steer 64099
10130 steer 37862
10140 steer 0
10310-10620 press up
10480 steer 1138
10490 steer 1671
10500 steer 3000
10510 steer 22323
10520 steer 24176
10530 steer 39930
10540 steer 41995
10550 steer 65536
10810-14660 press up
11240 steer 865
11250 steer 1569
11260 steer 2236
11270 steer 3582
11280 steer 5625
11290 steer 8500
11300 steer 21868
11310 steer 29752
11320 steer 47993
11330 steer 4428
11340 steer 52073
11350 steer 65536
11460-12960 press down
12620 steer 59795
12630 steer 53887
12640 steer 37479
12650 steer 16196
12660 steer 13627
12670 steer 0
12680 steer -10843
12690 steer 45122
12700 steer -37157
12710 steer -54398
13250 steer -63667
13260 steer -62493
13270 steer -60240
13280 steer -34935
13290 steer -43377
13300 steer -52348
13310 steer -33309
13610 steer 662
13640 steer -54540
13650 steer -19971
13670 steer -16033
13690 steer 17144
13740 steer -15322
14200 steer 1696
