0-14360 press up
920 steer 13013
930 steer 809
960 steer -14569
970 steer 809
1000 steer 30312
1010 steer 809
1020 steer 10086
1030 steer 809
1040 steer 15429
1050 steer -41968
1060 steer 1902
1260 steer 2996
1350 steer -28974
1360 steer 2996
1370 steer 4089
1390 steer 10103
1400 steer 11469
1420 steer 12563
1430 steer 13656
1470 steer 62161
1480 steer 13656
1680 steer 9283
1700 steer 4089
1710 steer 2996
1720 steer 2176
1740 steer 1082
1870 steer -4218
1880 steer 1082
1900 steer 5595
1910 steer 1082
1940 steer 64
1950 steer 3269
1970 steer 7643
1980 steer 12836
1990 steer 19396
2010 steer 27597
2020 steer 28690
2030 steer 32243
2100 steer -27343
2110 steer 32243
2160 steer 33233
2170 steer 32243
2180 steer 22403
2190 steer 11469
2200 steer 1902
2220 steer 809
2230 steer 0
2290 steer -36698
2300 steer -3487
2320 steer -4307
2330 steer -55176
2340 steer -6220
2360 steer -17974
2380 steer -23714
2390 steer -30548
2400 steer -40115
2420 steer -48588
2450 steer -50502
2460 steer 8885
2470 steer -50502
2480 steer -51595
2490 steer -43942
2510 steer -34375
2520 steer -13054
2530 steer -52912
2540 steer 0
2560 steer 1356
2580 steer 15570
2590 steer 33063
2600 steer 37710
2620 steer 53837
2630 steer -7613
2640 steer 65536
2680 steer 41015
2690 steer 13931
2700 steer 65536
2730 steer 51938
2740 steer 65536
2760 steer 55007
2770 steer 65536
2860 steer 1433
2870 steer 50836
2880 steer 65536
2970 steer 63730
2980 steer 65536
3000 steer 61390
3010 steer 65536
3170 steer 36070
3180 steer 17483
3190 steer 2176
3200 steer 0
3380 steer 2176
3390 steer 3542
3400 steer 19670
3420 steer 30330
3430 steer 35250
3450 steer 36343
3470 steer 49758
3480 steer 0
6420 steer -4654
6430 steer -17672
6450 steer -24539
6460 steer -30534
6470 steer -41499
6480 steer -46779
6490 steer -56157
6500 steer -65536
6600 steer -56413
6610 steer -41397
6620 steer -15007
6630 steer 0
6680 steer 11269
6690 steer 23854
6700 steer 37092
6710 steer 65536
6840 steer 15925
6850 steer 0
6860 steer -9063
6870 steer -29919
6880 steer -50264
6890 steer -56771
6900 steer -59435
6910 steer -61691
6920 steer -62613
6930 steer -62869
6940 steer -63024
6950 steer -63484
6960 steer -63844
6970 steer -63998
7060 steer -63484
7070 steer -49237
7080 steer -32634
7090 steer -12854
7100 steer 12796
7110 steer 35275
7120 steer 65536
7250 steer 57462
7260 steer 3994
7270 steer 0
7280 steer -9778
7290 steer -46624
7300 steer -54671
7320 steer -54875
7330 steer -55337
7340 steer -55593
7350 steer -56157
7360 steer -56413
7380 steer -56515
7420 steer -56362
7430 steer -47855
7440 steer -34428
7450 steer -17978
7460 steer 6176
7470 steer 34039
7480 steer 65247
7490 steer 65536
7600 steer 45895
7610 steer 22472
7620 steer 0
7630 steer -1887
7640 steer -16750
7650 steer -43241
7660 steer -44217
7670 steer -45753
7680 steer -47393
7690 steer -50213
7700 steer -55286
7710 steer -57489
7720 steer -58309
7730 steer -58822
7740 steer -59333
7750 steer -59744
7760 steer -60000
7780 steer -56771
7790 steer -40628
7800 steer -24896
7810 steer -2758
7820 steer 15052
7830 steer 41021
7840 steer 65536
7970 steer 64300
7980 steer 45242
7990 steer 23999
8000 steer 0
8020 steer -15110
8030 steer -28074
8040 steer -44268
8050 steer -44473
8060 steer -44779
8070 steer -45139
8080 steer -45497
8090 steer -45857
8100 steer -46368
8110 steer -47137
8130 steer -47239
8150 steer -42884
8160 steer -31097
8170 steer -10547
8180 steer 0
8190 steer 28219
8200 steer 63427
8210 steer 65536
8370 steer 54697
8380 steer 5231
8390 steer 0
8400 steer -11316
8410 steer -28177
8420 steer -42884
8430 steer -45139
8440 steer -46882
8450 steer -48675
8460 steer -51391
8470 steer -53851
8480 steer -56515
8490 steer -57744
8500 steer -58513
