0-2760 press up
700 steer -1058
710 steer -1662
730 steer -2018
750 steer -2245
760 steer -2400
800 steer -2545
960 steer -2694
980 steer -4314
990 steer -2975
1010 steer -6800
1030 steer -7518
1040 steer -7789
1050 steer -7996
1060 steer -8160
1070 steer -8400
1090 steer -8547
1110 steer -8705
1190 steer -8840
1290 steer -8465
1310 steer -4723
1320 steer -2178
1330 steer 0
2060 steer 2851
2070 steer 4371
2080 steer 6487
2090 steer 9312
2100 steer 11954
2110 steer 16418
2120 steer 18470
2130 steer 20256
2140 steer 21741
2150 steer 23859
2160 steer 24185
2170 steer 24012
2180 steer 11158
2200 steer 4747
2210 steer 3898
2220 steer 2954
2230 steer 6834
2240 steer 1309
2250 steer 987
2260 steer -8042
2340 steer 0
