0-7460 press up
110 steer 969
120 steer 1680
130 steer 2462
140 steer 3316
150 steer 4454
170 steer 4951
190 steer 5449
200 steer 5876
210 steer 6303
220 steer 7369
230 steer 8294
240 steer 10285
250 steer 13272
260 steer 14765
270 steer 16614
280 steer 17538
290 steer 18178
300 steer 18676
310 steer 18747
400 steer 18819
410 steer 18961
420 steer 19103
440 steer 19316
450 steer 19387
490 steer 19530
500 steer 19672
510 steer 19885
520 steer 20241
530 steer 20383
540 steer 20596
550 steer 20739
560 steer 20810
580 steer 20739
610 steer 20810
780 steer 20739
790 steer 20383
800 steer 18036
810 steer 15121
820 steer 9147
830 steer 4525
840 steer 0
1180 steer -1036
1190 steer -4236
1200 steer -5516
1210 steer -7223
1220 steer -8147
1230 steer -8858
1240 steer -9285
1250 steer -9712
1260 steer -10280
1270 steer -10707
1280 steer -10849
1290 steer -11205
1310 steer -12414
1330 steer -13267
1340 steer -14121
1350 steer -14405
1360 steer -14476
1370 steer -14547
1380 steer -14618
1410 steer -14690
1540 steer -14618
1550 steer -14690
1570 steer -14618
1710 steer -14547
1740 steer -13267
1750 steer -11134
1760 steer -8147
1770 steer -3027
1780 steer 0
2610-2690 press down
2990 steer 2818
3000 steer 8223
3010 steer 11494
3020 steer 17396
3030 steer 27423
3040 steer 33326
3050 steer 42286
3060 steer 47477
3070 steer 55371
3080 steer 60349
3100 steer 65536
3110-3210 press down
3250 steer 0
3570 steer 4098
3580 steer 16330
3590 steer 26499
3600 steer 41788
3610 steer 54589
3630 steer 65536
3980 steer 56722
3990 steer 44490
4000 steer 29414
4010 steer 3387
4020 steer 0
4330 steer -3027
4340 steer -7792
4350 steer -18814
4360 steer -28059
4370 steer -42993
4380 steer -50388
4390 steer -47828
4400 steer -32041
4420 steer -12556
4430 steer 0
5070 steer -3098
5080 steer -8716
5090 steer -22228
5100 steer -34459
5110 steer -46975
5120 steer -57215
5130 steer -65536
5290 steer -57642
5300 steer -43846
5310 steer -38584
5320 steer -12912
5330 steer -5587
5340 steer 0
6220 steer -751
6230 steer -2529
6240 steer -4876
6250 steer -7934
6260 steer -11489
6270 steer -20450
6280 steer -23010
6300 steer -27063
6310 steer -28130
6320 steer -28912
6330 steer -31188
6340 steer -34388
6350 steer -38868
6360 steer -44842
6370 steer -61624
6390 steer -65536
6570 steer -51953
6580 steer -33961
6590 steer -21516
6600 steer -10778
6610 steer 0
6640 steer -25001
6650 steer -65536
6710 steer -34103
6720 steer 0
6880 steer 2462
6890 steer 26712
6900 steer 60064
6910 steer 65536
6930 steer 62553
6940 steer 2747
6950 steer 0
7010 steer 5023
7020 steer 55487
7030 steer 59036
7060 steer 31050
7070 steer -4523
7090 steer 27494
7100 steer 65536
7130 steer 35672
7140 steer 0
7180 steer 23368
7190 steer 56144
7200 steer 63833
7210 steer 63904
7220 steer 65536
7380 steer 64544
7390 steer 32924
7400 steer -5214
7430 steer 15405
7440 steer 52597
7450 steer 0
7510 steer -21730
7520 steer -65536
7550 steer -52237
7560 steer 0
7610 steer -45695
7610-13830 press up
7620 steer -65536
7630 steer -19507
7640 steer 0
7690 steer 2676
7700 steer 5520
7710 steer 0
7740 steer 1352
7750 steer 25930
7750-7770 press down
7760 steer 63264
7770 steer 63719
7820 steer 51317
7830 steer 0
9220 steer 7516
9230 steer 11577
9240 steer 10470
9250 steer 18815
9260 steer 60704
9270 steer 65057
9400 steer 55139
9410 steer 8283
9510 steer -18601
9520 steer -38086
9530 steer -28330
9540 steer 0
9710 steer 5997
9720 steer -20147
9730 steer -26572
9740 steer -49393
9750 steer -61739
9760 steer -58436
9790 steer -61624
9800 steer -40433
9810 steer -27632
9820 steer -10778
9830 steer -1215
10750 steer 685
10760 steer 13532
10770 steer 18346
10780 steer 37095
10790 steer 56309
10800 steer 57220
10810 steer 64047
10820 steer 65536
10920 steer 37877
10930 steer 21805
10940 steer 1111
10960 steer -8973
10970 steer -14832
10980 steer -16383
10990 steer -40006
11000 steer -56171
11010 steer -59989
11020 steer -65536
11030 steer 29186
11040 steer 49192
11050 steer 53629
11060 steer 65536
11160 steer 63478
11170 steer 17610
11180 steer -9498
11190 steer -38019
11200 steer -57144
11210 steer -65536
11250 steer -64327
11260 steer -58211
11270 steer -39280
11280 steer -18055
11290 steer -13338
11300 steer 2885
11400 steer -41570
11410 steer -1761
12390 steer 19885
12400 steer 43424
12410 steer 53664
12420 steer 64402
12430 steer 65536
12530 steer 64118
12550 steer 52811
12560 steer 35815
12570 steer 18321
12580 steer 5094
12590 steer 0
