0-7110 press up
100 steer -1614
120 steer 4098
130 steer 4951
140 steer 5947
150 steer 7725
160 steer 9147
170 steer 11352
180 steer 12347
190 steer 13414
200 steer 13698
210 steer 13769
260 steer 13841
450 steer 13912
640 steer 13983
710 steer 13912
750 steer 13983
760 steer 13912
800 steer 13983
820 steer 14054
850 steer 13983
880 steer 13912
890 steer 12845
900 steer 9574
910 steer 4240
920 steer 0
1270 steer -1320
1290 steer -2814
1300 steer -4449
1310 steer -6085
1320 steer -7578
1330 steer -8289
1340 steer -9285
1350 steer -9498
1360 steer -9712
1410 steer -10138
1420 steer -10707
1430 steer -11916
1440 steer -13196
1460 steer -14049
1470 steer -14334
1480 steer -14263
1490 steer -14192
1530 steer -14121
1540 steer -14192
1580 steer -14121
1600 steer -14049
1730 steer -13907
1740 steer -12841
1750 steer -7151
1760 steer -3027
1770 steer 0
3430 steer -2174
3440 steer -11790
3450 steer -4023
3460 steer -1462
3470 steer 0
3770 steer -6085
3780 steer -12556
3790 steer -22583
3800 steer -25072
3810 steer -19383
3820 steer -9214
3830 steer -1889
3840 steer 0
4450 steer -2031
4460 steer 745
4470 steer -3240
4480 steer -1249
4490 steer 0
4760 steer -1747
4770 steer -9672
4780 steer 0
5650 steer -1462
5660 steer -4520
5670 steer -7365
5680 steer -5676
5690 steer -14974
5700 steer -17890
5710 steer -24467
5720 steer -23650
5730 steer -25143
5740 steer -26992
5750 steer -27917
5760 steer -28557
5780 steer -28699
5790 steer -28770
5820 steer -28699
5850 steer -35409
5860 steer -29552
5870 steer -32397
5880 steer -37232
5890 steer -41570
5910 steer -51028
5920 steer -57286
5930 steer -61269
5940 steer -65536
6780 steer -29197
6810 steer -65251
6830 steer -65536
6880 steer -60913
6900 steer -20165
6930 steer -4978
6950 steer 27637
6970 steer 62695
6990 steer 65536
7080 steer 55548
