0-9430 press up
10 steer 17011
20 steer 24579
30 steer 27565
40 steer 34392
50 steer 42485
60 steer 34074
70 steer 39228
80 steer 30215
90 steer 39299
150 steer 39370
170 steer 39157
180 steer 38872
190 steer 42053
200 steer 38375
390 steer 38446
430 steer 38375
470 steer 38446
480 steer 38375
510 steer 47693
520 steer 38375
590 steer 38446
740 steer 38375
750 steer 38019
760 steer 36028
770 steer 38513
780 steer 29557
790 steer 27992
800 steer 23725
810 steer 21094
820 steer 18250
830 steer 15926
840 steer 3600
850 steer 0
1100 steer -965
1110 steer -1889
1120 steer -4591
1130 steer -7578
1140 steer -10138
1150 steer -12769
1160 steer -21119
1170 steer -30325
1180 steer -30406
1190 steer -34815
1200 steer -39378
1210 steer -39625
1220 steer -51526
1230 steer -55722
1240 steer -62193
1250 steer -65536
2480 steer -64895
2490 steer -40532
2500 steer -44193
2510 steer -18530
2520 steer -6794
2530 steer 0
2660 steer 10640
2670 steer 36597
2680 steer 43068
2690 steer 59069
2700 steer 65536
3310 steer 62340
3320 steer 59638
3330 steer 50545
3340 steer 29059
3350 steer 15121
3360 steer 0
3390 steer -6385
3400 steer -3738
3410 steer -5871
3420 steer -12627
3430 steer -9894
3440 steer -24574
3450 steer -26779
3460 steer -44289
3470 steer -38370
3480 steer -42424
3490 steer -47331
3500 steer -51597
3510 steer -47271
3520 steer -61141
3530 steer -65536
4050 steer -65464
4060 steer -62051
4070 steer -43561
4080 steer -20947
4090 steer -2031
4100 steer 5987
4210 steer 9218
4220 steer 18250
4230 steer 32543
4240 steer 40508
4250 steer 43637
4260 steer 48686
4270 steer 46339
4280 steer 37521
4290 steer 22588
4300 steer 11401
4310 steer 7567
4320 steer 0
5010-5150 press down
5440 steer 3387
5450 steer 8863
5460 steer 16970
5470 steer 19245
5480 steer 21307
5490 steer 13769
5500 steer 4240
5510 steer 0
5520 steer 6729
5530 steer 8863
5540 steer 10143
5550 steer 13525
5560 steer 10427
5670 steer 10498
5750 steer 10427
5790 steer 10498
5800 steer 4512
5810 steer 9218
5820 steer 13576
5830 steer 3808
5840 steer 2036
5850 steer 0
5990-6090 press down
6040 steer -751
6050 steer -4378
6060 steer -9143
6070 steer -17961
6080 steer -24005
6090 steer -30121
6100 steer -37730
6110 steer -42210
6120 steer -48824
6130 steer -51100
6140 steer -59064
6150 steer -60700
6160 steer -63971
6170 steer -65536
6820 steer -64255
6830 steer -57713
6840 steer -48397
6850 steer -30690
6860 steer -14121
6870 steer -5587
6880 steer 0
7010 steer 4436
7020 steer 18392
7030 steer 34166
7040 steer 38156
7050 steer 53142
7060 steer 65536
7700 steer 62482
7710 steer 51184
7720 steer 29983
7730 steer 14429
7740 steer 14048
7750 steer -10554
7760 steer 3465
7780 steer 3708
7790 steer 27766
7800 steer 54689
7810 steer 63821
7820 steer 59716
8560 steer -25644
8570 steer -40137
8580 steer -58604
8590 steer -55739
8760 steer 11203
8770 steer 726
8780 steer -7181
8790 steer -46872
8800 steer -57518
8810 steer -64255
8820 steer -65536
9010 steer -62620
9020 steer -62327
9030 steer -43240
9040 steer -16020
9050 steer -9188
9060 steer -20650
9450-10130 press down
