0-6110 press up
1200 steer -2387
1210 steer -10920
1220 steer -15472
1230 steer -20023
1240 steer -29126
1260 steer -35383
1270 steer -39366
1280 steer -40504
1290 steer -41641
1330 steer -33108
1350 steer -26281
1360 steer -20592
1380 steer -16041
1390 steer -14334
1400 steer -13196
1410 steer -10920
1430 steer -8076
1440 steer -3525
1460 steer 0
3010 steer -2387
3020 steer -9783
3040 steer -18316
3050 steer -24005
3060 steer -26281
3070 steer -27419
3080 steer -28557
3100 steer -24005
3110 steer -20592
3120 steer -16610
3130 steer -12058
3140 steer -8076
3150 steer -4094
3160 steer 0
3240 steer -2956
3250 steer -7507
3260 steer -12627
3270 steer -24574
3290 steer -35383
3300 steer -43348
3310 steer -46762
3320 steer -49037
3330 steer -51313
3360 steer -45055
3380 steer -29126
3400 steer -15472
3410 steer -4094
3430 steer 0
3490 steer -6938
3510 steer -19454
3520 steer -35383
3530 steer -42779
3540 steer -49037
3550 steer -58709
3570 steer -64398
3580 steer -65536
3650 steer -59846
3660 steer -57002
3670 steer -54157
3680 steer -49606
3690 steer -31970
3710 steer -19454
3720 steer -14334
3730 steer -10352
3740 steer -8076
3760 steer -12627
3770 steer -23436
3780 steer -29694
3790 steer -36521
3800 steer -49037
3820 steer -58140
3830 steer -63829
3850 steer -65536
3890 steer -58709
3900 steer -54157
3910 steer -42210
3920 steer -34246
3930 steer -27419
3940 steer -16041
3950 steer -12627
3960 steer -9783
3970 steer -9214
3980 steer -33811
3990 steer -14334
4000 steer -17747
4010 steer -22299
4020 steer -34815
4030 steer -41641
4040 steer -47331
4050 steer -58140
4060 steer -62122
4070 steer -65536
4330 steer -59278
4350 steer -57571
4380 steer -1350
4390 steer -62691
4400 steer -64398
4410 steer -65536
4960 steer -61759
4970 steer -65536
5360 steer -60984
5370 steer -57002
5380 steer -45624
5400 steer -27988
5410 steer -19454
5420 steer -12058
5430 steer -680
5440 steer 0
