0-1400 press up
510 steer -10718
520 steer -12436
530 steer -28369
540 steer 13998
550 steer -35760
570 steer -51833
580 steer -6969
590 steer -51833
600 steer -49837
620 steer -25739
630 steer -6013
650 steer -975
660 steer 0
770 steer -14730
780 steer 0
790 steer -13487
800 steer -16922
820 steer -21723
830 steer -25669
850 steer -27874
870 steer -26806
880 steer -6910
900 steer -2085
910 steer 0
1010 steer -16185
1020 steer -20776
1030 steer -37297
1040 steer -39325
1050 steer -40251
1060 steer -41016
1070 steer -41605
1080 steer -42091
1090 steer -41865
1100 steer -38049
1110 steer -18748
1120 steer -17048
1130 steer 0
1190 steer 42135
1200 steer 13373
1210 steer 16064
1220 steer 35235
1240 steer 39814
1250 steer 41900
1260 steer 43551
1270 steer 45933
1280 steer 45326
1290 steer 43123
1300 steer 19648
1320 steer 0
1450-1610 press down
1600-9260 press up
1830 steer 27043
1840 steer 0
2400 steer -11488
2410 steer 0
2530 steer 13487
2550 steer 17683
2560 steer 35844
2570 steer 37116
2580 steer 41749
2590 steer 44374
2600 steer 46919
2610 steer 49133
2630 steer 52270
2640 steer 53077
2660 steer 34251
2670 steer 8850
2690 steer 3757
2700 steer 1371
2710 steer 0
2920 steer 1024
2940 steer 5908
2950 steer 8020
2960 steer 9845
2970 steer 12371
2980 steer 12980
3000 steer -21692
3010 steer 10722
3020 steer 6436
3030 steer 2703
3040 steer -16273
3050 steer 55276
3060 steer 0
3220 steer 3093
3230 steer 0
3640 steer 4723
3650 steer 6614
3660 steer 9305
3680 steer 10614
3690 steer 11052
3700 steer 11487
3710 steer 11778
3730 steer 11705
3760 steer 11632
3780 steer 10561
4330 steer 7000
4650 steer -3347
4660 steer 7000
4830 steer 6396
4840 steer 24872
4860 steer 35201
4870 steer 35492
4880 steer 34692
4890 steer 3923
4900 steer 10759
4910 steer -63546
4920 steer 0
4970 steer 53811
4980 steer 0
5640 steer 9947
5650 steer 0
6160 steer -54405
6170 steer 0
7040 steer -30362
7050 steer 0
7220 steer -40162
7230 steer 0
7250 steer -16236
7260 steer -29048
7280 steer -40679
7290 steer -50264
7300 steer -64151
7350 steer -31952
7360 steer -64151
7380 steer -63947
7390 steer -30833
7400 steer -33761
7410 steer -1938
7420 steer 0
7510 steer 26579
7520 steer 0
7660 steer 272
7670 steer 0
7700 steer 26588
7710 steer 0
8170 steer 2902
8180 steer 10978
8190 steer 16725
8200 steer 25454
8210 steer 36292
8220 steer 63864
8230 steer 65536
