0-7520 press up
100 steer 1325
110 steer 2676
120 steer 4027
130 steer 6800
140 steer -5779
150 steer 21685
160 steer 15121
170 steer 17681
180 steer 23412
190 steer 19387
200 steer 19743
210 steer 19281
220 steer 19885
280 steer 20724
290 steer 19885
300 steer 28558
310 steer 19956
380 steer 20027
390 steer 20170
400 steer 20952
410 steer 22445
420 steer 23939
430 steer 24721
440 steer 25620
450 steer 25290
460 steer 25361
470 steer 25290
490 steer 24529
500 steer 25290
510 steer 25361
520 steer 28547
530 steer 25432
540 steer 25503
550 steer 25645
560 steer 25859
570 steer 35235
580 steer 26143
590 steer 26214
610 steer 36353
620 steer 26285
650 steer 35485
660 steer 26285
680 steer 28342
690 steer 26357
720 steer 26285
780 steer 33663
790 steer 26285
800 steer 26214
810 steer 26285
870 steer 22260
880 steer 26285
960 steer 18182
970 steer 26214
990 steer 21098
1000 steer 44139
1010 steer 26214
1040 steer 26285
1140 steer 26357
1170 steer 32324
1180 steer 28274
1190 steer 26357
1210 steer 31809
1220 steer 26999
1230 steer 26357
1240 steer 22896
1250 steer 26357
1260 steer 34447
1270 steer 26285
1310 steer 25546
1320 steer 26285
1380 steer 32394
1390 steer 26285
1400 steer 26610
1410 steer 26285
1430 steer 26357
1440 steer 26670
1450 steer 26357
1480 steer 26984
1490 steer 26357
1500 steer 22018
1510 steer 26357
1550 steer 26783
1560 steer 28134
1570 steer 26014
1580 steer 32686
1590 steer 34799
1600 steer 37877
1610 steer 48838
1620 steer 46036
1630 steer 52487
1640 steer 55488
1650 steer 57931
1660 steer 63779
1670 steer 65536
1740 steer 65345
1750 steer 65536
1780 steer 65409
1790 steer 64209
1800 steer 65536
1810 steer 65245
1820 steer 65536
1830 steer 65408
1840 steer 0
2480 steer 7867
2490 steer 16756
2500 steer 34108
2510 steer 40295
2520 steer 55086
2530 steer 61842
2540 steer 65536
2650 steer 58286
2660 steer 54802
2670 steer 38588
2680 steer 24081
2690 steer 0
2700 steer -1676
2710 steer -26779
2720 steer -47971
2730 steer -58780
2740 steer -65536
2770 steer -61055
2780 steer -38299
2790 steer -30761
2800 steer -8147
2810 steer 0
3140 steer -751
3150 steer -7294
3160 steer -16112
3170 steer -20663
3180 steer -26068
3190 steer -32397
3200 steer -35241
3210 steer -37304
3220 steer -38512
3230 steer -39152
3240 steer -39295
3250 steer -39437
3260 steer -39579
3270 steer -39864
3280 steer -40006
3290 steer -39935
3300 steer -40006
3330 steer -40077
3350 steer -40148
3380 steer -37375
3390 steer -25499
3400 steer -6654
3410 steer 0
3840 steer -894
3860 steer -2814
3870 steer -9427
3880 steer -16823
3890 steer -20947
3900 steer -22228
3910 steer -22370
3940 steer -21801
3950 steer -19454
3960 steer -13054
3970 steer -4591
3980 steer 0
4060 steer -680
4070 steer -6654
4080 steer -15756
4090 steer -22014
4100 steer -24148
4110 steer -15970
4120 steer -2885
4130 steer 0
4180 steer -5374
4190 steer -21445
4200 steer -32681
4210 steer -36735
4220 steer -37801
4230 steer -17961
4240 steer 0
4360 steer -4663
4370 steer -14690
4380 steer -21161
4390 steer -25356
4400 steer -28841
4410 steer -29766
4420 steer -27348
4430 steer -14761
4440 steer -822
4450 steer 0
4570 steer -1391
4580 steer -1889
4780 steer -4236
4790 steer -10209
4800 steer -15330
4810 steer -21019
4820 steer -25214
4830 steer -26494
4840 steer -28628
4850 steer -32468
4860 steer -36521
4870 steer -38512
4880 steer -38797
4890 steer -38868
4900 steer -40504
4910 steer -42566
4920 steer -46122
4930 steer -47188
4940 steer -47686
4950 steer -48042
4960 steer -51242
4970 steer -57784
4980 steer -62904
4990 steer -63687
5000 steer -63829
5010 steer -63615
5020 steer -57423
5030 steer -46122
5040 steer -37090
5050 steer -31188
5060 steer -31117
5070 steer -34957
5080 steer -46122
5090 steer -61766
5100 steer -65536
5170 steer -62122
5180 steer -49269
5190 steer -20805
5200 steer -22939
5210 steer -44344
5220 steer -60202
5230 steer -65536
5400-5460 press down
5410 steer -64289
5420 steer -65536
6220 steer -65172
6230 steer -65536
6760 steer -59918
6770 steer -22014
6780 steer 4627
6790 steer 1254
6800 steer 4311
6810 steer 4880
6880 steer 6089
6890 steer 15903
6900 steer 46553
6910 steer 65536
7120 steer 36241
7130 steer 4880
7140 steer 0
7170 steer 1885
7180 steer 0
7280 steer -1889
7290 steer -8147
7300 steer -18103
7310 steer -40930
7320 steer -58069
7330 steer -65536
