0-3090 press up
1960 steer -65536
2040 steer 0
2280 steer -65536
2370 steer 0
2600 steer -65536
2930-8890 press down
3040 steer -26402
3050 steer -65536
3420 steer 0
4180 steer 13601
4190 steer 0
4720 steer -65536
4800 steer -11759
5010 steer -37480
5020 steer -65536
5100 steer 0
5720 steer -65536
5800 steer 0
6310 steer 37806
6320 steer 0
6800 steer -18408
6810 steer 0
7030 steer 26788
7040 steer 0
7160 steer -32037
7310 steer 7344
7600 steer 3518
7610 steer 11659
8120 steer 38845
8280 steer -40250
8400 steer -2833
8410 steer -40250
8470 steer -25469
8480 steer -52457
8890 steer -56614
8900 steer 30807
9000 steer 58281
9300 steer 23450
9310 steer 58281
9470 steer -37983
9560 steer -60775
9570 steer -37983
9590 steer -56617
9600 steer -37983
10250 steer -32622
10260 steer -37983
10310 steer -32717
10320 steer -37983
10660 steer -53080
10670 steer -37983
10760 steer -13111
10770 steer -37983
10910 steer -39669
10920 steer -37983
11430 steer -48642
11440 steer -37983
11670 steer -16340
11680 steer -37983
11730 steer -19232
11740 steer -35370
12180 steer -1822
12190 steer -37983
12360 steer -62030
12370 steer -37983
12750 steer -47051
12760 steer -37983
13240 steer -19734
13250 steer -22259
13260 steer -40990
13280 steer 0
13630 press enter
13630-33410 press up
13640 steer 1966
13650 steer 0
13680 steer 54526
13690 steer 0
13730 steer 10993
13740 steer 0
13950 steer 23835
13960 steer 0
14080 steer -1580
14090 steer -5227
14100 steer -7305
14120 steer -11287
14130 steer -12912
14140 steer -15752
14150 steer -17278
14170 steer -19527
14180 steer -20394
14190 steer -21194
14200 steer -21770
14210 steer -22643
14220 steer -22925
14230 steer -23341
14240 steer -23488
14260 steer -23694
14280 steer -23848
14390 steer -23576
14400 steer -23334
14410 steer -22999
14420 steer -22430
14430 steer -21327
14440 steer -20941
14450 steer -20621
14460 steer -20159
14480 steer -19887
14510 steer -19665
14550 steer -19459
14660 steer -19643
14670 steer -19887
14680 steer -20105
14690 steer -20594
14700 steer -20754
14710 steer -21019
14720 steer -21174
14730 steer -21425
14750 steer -21572
14780 steer -21721
14810 steer -21919
14820 steer -22065
14830 steer -22219
14840 steer -22532
14850 steer -22810
14860 steer -23034
14870 steer -23432
14880 steer -24430
14900 steer -26608
14910 steer -27812
14920 steer -29063
14930 steer -31968
14940 steer -33292
14950 steer -34643
14960 steer -36721
14980 steer -37455
14990 steer -38572
15000 steer -39297
15020 steer -39555
15030 steer -39948
15040 steer -40090
15050 steer -40304
15080 steer -40475
15100 steer -40621
15270 steer -40788
15290 steer -41470
15300 steer -42241
15310 steer -43926
15320 steer -45288
15330 steer -46682
15340 steer -47971
15350 steer -49988
15360 steer -65536
15620 steer -63384
15630 steer -61102
15640 steer -40646
15650 steer -38675
15660 steer -17334
15670 steer -14976
15680 steer 0
15770 steer 14316
15780 steer 33652
15790 steer 34939
15800 steer 36684
15810 steer 38710
15820 steer 40728
15830 steer 45968
15840 steer 65536
15900 steer 19505
15910 steer -22201
15920 steer 0
16180-16290 press down
16330 steer 1460
16340 steer 19265
16350 steer 36326
16360 steer 37779
16370 steer 40013
16380 steer 55115
16390 steer 55482
16400 steer 65536
16470 steer 63465
16480 steer 65536
16530 steer 27459
16540 steer 65536
16920 steer 63876
16930 steer 60900
16940 steer -8009
16950 steer 5198
16960 steer -25346
16970 steer 362
16980 steer 0
17050 steer 14178
17060 steer 15918
17070 steer 32143
17080 steer 48944
17090 steer 50408
17100 steer 52817
17110 steer 65536
17140 steer 58506
17150 steer 65536
17180 steer 63342
17190 steer 60613
17200 steer 19596
17210 steer -2660
17220 steer -727
17230 steer 0
17260 steer 7529
17270 steer 9760
17280 steer 34321
17290 steer 55800
17300 steer 65536
17350 steer 54691
17360 steer 65536
17510 steer 58611
17520 steer 0
17540 steer 17721
17550 steer 0
17600 steer 13974
17610 steer 16443
17620 steer 40166
17630 steer 65536
17640 steer 61358
17650 steer 65536
17730 steer 39070
17750 steer 0
17810 steer 16236
17820 steer 42017
17830 steer 57582
17840 steer 65536
17870 steer 26433
17880 steer 65536
17950 steer 61011
17960 steer 32008
17970 steer 8900
17980 steer 7615
17990 steer 0
18030 steer 14136
18040 steer 35983
18050 steer 63411
18060 steer 65536
18170 steer 49835
18180 steer 26452
18190 steer 0
18200 steer 12877
18210 steer 0
18220 steer 2582
18230 steer 0
18250 steer 30271
18260 steer 0
18300 steer -952
18310 steer 0
18350 steer 18085
18360 steer 0
18400 steer 31113
18410 steer 0
18550 steer -24969
18560 steer 0
18580 steer -38432
18590 steer 0
18620 steer -22054
18630 steer 0
18650 steer 22438
18660 steer 0
18680 steer -30580
18690 steer -13456
18700 steer 0
18720 steer -876
18730 steer 0
18750 steer 31897
18760 steer -35569
18770 steer -9663
18780 steer -7887
18790 steer -23345
18800 steer 0
18820 steer -2392
18830 steer 0
18850 steer -38976
18860 steer -37466
18870 steer 0
18880 steer 1166
18890 steer -2268
18900 steer -947
18910 steer -28341
18920 steer 0
18940 steer -26360
18950 steer -37548
18960 steer 0
18980 steer 36207
18990 steer 2900
19000 steer 17902
19010 steer 0
19030 steer 16801
19040 steer 36782
19050 steer 0
19080 steer -513
19090 steer 10521
19100 steer 0
19110 steer -4462
19120 steer 13985
19130 steer 8331
19140 steer -25349
19150 steer -24888
19160 steer 0
19170 steer -25405
19180 steer 0
19190 steer -22120
19200 steer -15919
19210 steer -3573
19220 steer 0
19240 steer -11330
19250 steer 25286
19260 steer -30652
19270 steer 15461
19280 steer -7200
19290 steer -68
19300 steer 0
19310 steer -9225
19320 steer 12008
19330 steer 1489
19340 steer 0
19350 steer -39580
19360 steer 19725
19370 steer -3778
19380 steer -27602
19390 steer 0
19410 steer -24075
19420 steer -27110
19430 steer -22522
19440 steer 0
19460 steer -8179
19470 steer -9957
19480 steer -12288
19490 steer 0
19500 steer -36785
19510 steer -27710
19520 steer 0
19530 steer -7186
19540 steer -37918
19550 steer -25927
19560 steer -62265
19570 steer -27473
19580 steer 0
19590 steer -6528
19600 steer 0
19620 steer -481
19630 steer -42248
19640 steer -21602
19650 steer 0
19660 steer -22099
19670 steer 16659
19680 steer -10415
19690 steer 37626
19700 steer 0
19710 steer -35392
19720 steer 0
19730 steer -18445
19740 steer 0
19750 steer 35340
19760 steer 33122
19770 steer -2510
19780 steer -18345
19790 steer -11294
19800 steer -14280
19810 steer -34404
19820 steer 30506
19830 steer -18769
19840 steer -39664
19850 steer -27273
19860 steer -4755
19870 steer 0
19880 steer -26238
19890 steer 7682
19900 steer 35102
19910 steer 0
19920 steer 43206
19930 steer -1286
19940 steer -17806
19950 steer 22457
19960 steer -17603
19970 steer -34667
19980 steer 5674
19990 steer -10198
20000 steer 0
20010 steer 15821
20020 steer -21323
20030 steer -26768
20040 steer 7003
20050 steer -27400
20060 steer -17056
20070 steer -20000
20080 steer 2925
20090 steer 4797
20100 steer 11499
20110 steer 10437
20120 steer -27346
20130 steer 0
20140 steer -24570
20150 steer 25665
20160 steer 37397
20170 steer 35455
20180 steer 0
20950 steer -15276
20960 steer -16772
20970 steer -21807
20980 steer -37699
20990 steer -38235
21000 steer -38730
21010 steer -39104
21020 steer -39686
21030 steer -39892
21040 steer -40059
21060 steer -40313
21070 steer -40457
21100 steer -40630
21170 steer -40341
21190 steer -39606
21200 steer -39075
21210 steer -38444
21220 steer -37146
21230 steer -36626
21240 steer -36155
21250 steer -35521
21260 steer -34887
21270 steer -34972
21280 steer -34668
21290 steer -34275
21300 steer -32848
21310 steer -31597
21320 steer -30292
21330 steer -29183
21340 steer -27061
21350 steer -26257
21360 steer -25570
21370 steer -25090
21380 steer -24636
21390 steer -24314
21400 steer -23765
21420 steer -23548
21440 steer -23325
21490 steer -23090
21620 steer -22901
21630 steer -23230
21650 steer -23385
21690 steer -15622
21700 steer -23385
21820 steer -23943
21830 steer -23385
21990 steer -22219
22000 steer -21121
22010 steer -19734
22020 steer -17594
22030 steer -15761
22040 steer -12787
22050 steer -11601
22060 steer -6294
22070 steer 0
22120 steer 9292
22130 steer 0
22200 steer 5471
22210 steer 0
22340 steer -5503
22350 steer 7330
22360 steer 0
22380 steer 3832
22390 steer 0
22420 steer 2921
22430 steer 0
22440 steer 6473
22450 steer 14316
22460 steer 16356
22470 steer 33721
22480 steer 35555
22490 steer 55616
22500 steer 56486
22510 steer 63671
22520 steer 57348
22530 steer 64177
22540 steer 55097
22550 steer 25581
22560 steer 1974
22570 steer 15158
22580 steer 2742
22590 steer 0
22640 steer 3956
22650 steer 9101
22660 steer -8489
22670 steer -26682
22680 steer -40106
22690 steer -63204
22700 steer -65536
22720 steer -64475
22730 steer -61455
22740 steer -65536
22750 steer -61945
22760 steer -65536
22770 steer -61313
22780 steer -59562
22790 steer -63488
22800 steer -65128
22810 steer -65345
22820 steer -27691
22830 steer 29401
22840 steer 5334
22850 steer 10797
22860 steer 694
22870 steer 2830
22880 steer 2176
22890 steer 0
22940 steer 9509
22950 steer -2258
22960 steer 2455
22970 steer 2042
22980 steer 1069
22990 steer -13
23000 steer 0
23010 steer 5733
23020 steer 8022
23030 steer 0
23050 steer 6602
23060 steer 0
23070 steer 124
23080 steer 4685
23090 steer 2442
23100 steer 2314
23110 steer -27
23120 steer 0
23140 steer 1871
23150 steer 15971
23160 steer 7579
23170 steer 0
