0-2440 press up
2880-9580 press up
3080-3180 press down
4930 steer 2391
4940 steer 11423
4950 steer 19245
4960 steer 32543
4970 steer 41788
4980 steer 51033
4990 steer 61842
5000 steer 65536
5130 steer 62624
5140 steer 55869
5150 steer 42357
5160 steer 33041
5170 steer 19743
5180 steer 9716
5190 steer 2747
5200 steer 1040
5210 steer 0
5220 steer 53731
5230 steer 64581
5240 steer 40860
5250 steer 60566
5260 steer 64408
5270 steer 64473
5280 steer 63021
5290 steer 60703
5300 steer 65170
5310 steer 65411
5320 steer 12638
5330 steer 64791
5340 steer 63446
5350 steer 65320
5360 steer 64121
5370 steer 54704
5380 steer 64728
5390 steer 65329
5400 steer 65517
5410 steer 64636
5420 steer 65038
5430 steer 0
5720 steer -3027
5730 steer -8289
5740 steer -14761
5750 steer -20663
5760 steer -32326
5770 steer -41926
5780 steer -55935
5790 steer -62833
5800 steer -65536
5880 steer -62193
5890 steer -48255
5900 steer -41926
5910 steer -22228
5920 steer -11418
5930 steer -965
5940 steer 0
6220 steer 2889
6230 steer 12276
6240 steer 23583
6250 steer 29983
6260 steer 36170
6270 steer 38304
6280 steer 37877
6290 steer 33397
6300 steer 30908
6310 steer 16330
6320 steer 12276
6330 steer 2320
6340 steer 0
6670 steer -8574
6680 steer -20236
6690 steer -31757
6700 steer -34672
6710 steer -40433
6720 steer -37730
6730 steer -28770
6740 steer -15116
6750 steer -6085
6760 steer 0
6990 steer 4809
7000 steer 11707
7010 steer 23441
7020 steer 30054
7030 steer 36170
7040 steer 37450
7050 steer 36668
7060 steer 31761
7070 steer 17041
7080 steer 7298
7090 steer 0
7440 steer -2316
7450 steer -6156
7460 steer -20528
7470 steer -18103
7480 steer -24290
7490 steer -27988
7500 steer -29339
7510 steer -28130
7520 steer -16681
7530 steer -9569
7540 steer -5769
7550 steer 0
7650 steer -7789
7660 steer 0
7740-7840 press down
8990 steer 6992
9000 steer 0
